element	sp_num	obs_wl_vac(nm)	intens	Aki(s^-1)	Acc	Ei(cm-1)	Ek(cm-1)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
Xe	4	"99.911"	"6"	""		"109254.4"	"209343.7"	"5s.5p4"	"4P"	"1/2"	"5s2.5p2.(3P).6p"	"2P*"	"1/2"		""	"L11502"	
Xe	7	"99.964"	"10"	""		"385422."	"485435."	"4f.5p"	"3F"	"3"	"5p.6s"	"3P*"	"2"		""	"L7278"	
Xe	3	"100.2087"	"6"	""		"103568.20"	"203359.91"	"5s.5p5"	"3P*"	"1"	"5s2.5p3.(2P*).4f"	"3D"	"2"		""	"L10579"	
Xe	5	"100.248"	"10"	""		"134702.7"	"234455.6"	"5s.5p3"	"3P*"	"2"	"5s2.5p.(2P*).6p"	"3P"	"1"		""	"L7287"	
Xe	4	"100.267"	"11"	""		"99663.8"	"199397.0"	"5s.5p4"	"4P"	"5/2"	"5s2.5p2.(3P).4f"	"2D*"	"3/2"		""	"L11502"	
Xe	4	"100.3380"	"95"	""		"0.0"	"99663.8"	"5s2.5p3"	"4S*"	"3/2"	"5s.5p4"	"4P"	"5/2"		""	"L11173"	
Xe	4	"100.6731"	"6"	""		"35649.6"	"134980.6"	"5s2.5p3"	"2P*"	"3/2"	"5s2.5p2.(3P).5d"	"4F"	"3/2"		""	"L11173"	
Xe	4	"100.868"	"6"	""		"106923.2"	"206061.2"	"5s.5p4"	"4P"	"3/2"	"5s2.5p2.(3P).6p"	"2P*"	"3/2"		""	"L11502"	
Xe	4	"100.943"	"6"	""		"136495.9"	"235560.7"	"5s2.5p2.(3P).5d"	"4F"	"5/2"	"5s2.5p2.(1S).6p"	"2P*"	"3/2"		""	"L11502"	
Xe	4	"100.986"	"2"	""		"125474.7"	"224498.2"	"5s.5p4"	"2D"	"5/2"	"5s2.5p2.(1D).6p"	"2P*"	"3/2"		""	"L11502"	
Xe	6	"101.11"	"*"	""		"376933"	"475837"	"5s2.5g"	"2G"	"7/2"	"5s2.8h"	"2H*"	"9/2"		""	"L11642"	
Xe	6	"101.11"	"*"	""		"376933"	"475837"	"5s2.5g"	"2G"	"9/2"	"5s2.8h"	"2H*"	"11/2"		""	"L11642"	
Xe	3	"101.4825"	"12"	""		"9794.36"	"108333.76"	"5s2.5p4"	"3P"	"1"	"5s.5p5"	"3P*"	"0"		""	"L10579"	
Xe	3	"101.6188"	"2"	""		"112449.90"	"210857.49"	"5s2.5p3.(4S*).5d"	"5D*"	"1"	"5p6"	"1S"	"0"		""	"L10579"	
Xe	7	"101.619"	"10"	""		"407802."	"506230"	"5s.6p"	"1P*"	"1"	"5s.7s"	"3S"	"1"		""	"L7278"	
Xe	6	"101.7270"	"10"	""		"141837.2"	"240140.0"	"5s.5p2"	"2P"	"1/2"	"5p3"	"240140*"	"3/2"		""	"L11820"	
Xe	3	"101.7682"	"13"	""		"0.00"	"98262.47"	"5s2.5p4"	"3P"	"2"	"5s.5p5"	"3P*"	"2"		""	"L10579"	
Xe	4	"101.881"	"9"	""		"121928.9"	"220081.6"	"5s.5p4"	"2D"	"3/2"	"5s2.5p2.(1D).6p"	"2P*"	"1/2"		""	"L11502"	
Xe	1	"102.5777"	"a"	""		"0.000"	"97487.150"	"5p6"	"1S"	"0"	"5p5.(2P*<3/2>).20d"	"2[3/2]*"	"1"		""	"L6449"	
Xe	1	"102.5906"	"a"	""		"0.000"	"97474.831"	"5p6"	"1S"	"0"	"5p5.(2P*<3/2>).20d"	"2[1/2]*"	"1"		""	"L6449"	
Xe	1	"102.6223"	"a"	""		"0.000"	"97444.695"	"5p6"	"1S"	"0"	"5p5.(2P*<3/2>).19d"	"2[3/2]*"	"1"		""	"L6449"	
Xe	1	"102.6378"	"a"	""		"0.000"	"97429.982"	"5p6"	"1S"	"0"	"5p5.(2P*<3/2>).19d"	"2[1/2]*"	"1"		""	"L6449"	
Xe	5	"102.660"	"9"	""		"145807.0"	"243216.5"	"5s.5p3"	"1D*"	"2"	"5s2.5p.(2P*).6p"	"1P"	"1"		""	"L7287"	
Xe	1	"102.6637"	"a"	""		"0.000"	"97405.556"	"5p6"	"1S"	"0"	"5p5.(2P*<3/2>).20s"	"2[3/2]*"	"1"		""	"L6449"	
Xe	1	"102.6758"	"a"	""		"0.000"	"97393.946"	"5p6"	"1S"	"0"	"5p5.(2P*<3/2>).18d"	"2[3/2]*"	"1"		""	"L6449"	
Xe	4	"102.6945"	"6"	""		"35649.6"	"133027.4"	"5s2.5p3"	"2P*"	"3/2"	"5s2.5p2.(3P).5d"	"2P"	"3/2"		""	"L11173"	
Xe	1	"102.6946"	"a"	""		"0.000"	"97376.175"	"5p6"	"1S"	"0"	"5p5.(2P*<3/2>).18d"	"2[1/2]*"	"1"		""	"L6449"	
Xe	2	"102.7050"	"5"	""		"10537.01"	"107904.50"	"5s2.5p5"	"2P*"	"1/2"	"5s2.5p4.(3P<1>).5d"	"2[1]"	"3/2"		""	"L6925"	
Xe	1	"102.7260"	"a"	""		"0.000"	"97346.555"	"5p6"	"1S"	"0"	"5p5.(2P*<3/2>).19s"	"2[3/2]*"	"1"		""	"L6449"	
Xe	1	"102.7405"	"a"	""		"0.000"	"97332.598"	"5p6"	"1S"	"0"	"5p5.(2P*<3/2>).17d"	"2[3/2]*"	"1"		""	"L6449"	
Xe	1	"102.7635"	"a"	""		"0.000"	"97310.8"	"5p6"	"1S"	"0"	"5p5.(2P*<3/2>).17d"	"2[1/2]*"	"1"		""	"L6449"	
Xe	1	"102.8020"	"a"	""		"0.000"	"97274.447"	"5p6"	"1S"	"0"	"5p5.(2P*<3/2>).18s"	"2[3/2]*"	"1"		""	"L6449"	
Xe	1	"102.8198"	"a"	""		"0.000"	"97257.488"	"5p6"	"1S"	"0"	"5p5.(2P*<3/2>).16d"	"2[3/2]*"	"1"		""	"L6449"	
Xe	1	"102.8484"	"a"	""		"0.000"	"97230.5"	"5p6"	"1S"	"0"	"5p5.(2P*<3/2>).16d"	"2[1/2]*"	"1"		""	"L6449"	
Xe	4	"102.863"	"12"	""		"106923.2"	"204140.0"	"5s.5p4"	"4P"	"3/2"	"5s2.5p2.(3P).6p"	"4P*"	"3/2"		""	"L11502"	
Xe	1	"102.8966"	"a"	""		"0.000"	"97185.120"	"5p6"	"1S"	"0"	"5p5.(2P*<3/2>).17s"	"2[3/2]*"	"1"		""	"L6449"	
Xe	1	"102.9186"	"a"	""		"0.000"	"97164.180"	"5p6"	"1S"	"0"	"5p5.(2P*<3/2>).15d"	"2[3/2]*"	"1"		""	"L6449"	
Xe	1	"102.9546"	"a"	""		"0.000"	"97130.101"	"5p6"	"1S"	"0"	"5p5.(2P*<3/2>).15d"	"2[1/2]*"	"1"		""	"L6449"	
Xe	1	"103.0159"	"a"	""		"0.000"	"97072.525"	"5p6"	"1S"	"0"	"5p5.(2P*<3/2>).16s"	"2[3/2]*"	"1"		""	"L6449"	
Xe	4	"103.028"	"10"	""		"99663.8"	"196724.9"	"5s.5p4"	"4P"	"5/2"	"5s2.5p2.(3P).6p"	"2D*"	"3/2"		""	"L11502"	
Xe	1	"103.0435"	"a"	""		"0.000"	"97046.4"	"5p6"	"1S"	"0"	"5p5.(2P*<3/2>).14d"	"2[3/2]*"	"1"		""	"L6449"	
Xe	1	"103.0902"	"a"	""		"0.000"	"97002.451"	"5p6"	"1S"	"0"	"5p5.(2P*<3/2>).14d"	"2[1/2]*"	"1"		""	"L6449"	
Xe	1	"103.1696"	"a"	""		"0.000"	"96927.863"	"5p6"	"1S"	"0"	"5p5.(2P*<3/2>).15s"	"2[3/2]*"	"1"		""	"L6449"	
Xe	1	"103.2050"	"a"	""		"0.000"	"96894.5"	"5p6"	"1S"	"0"	"5p5.(2P*<3/2>).13d"	"2[3/2]*"	"1"		""	"L6449"	
Xe	2	"103.2438"	"3"	""		"0.00"	"96858.18"	"5s2.5p5"	"2P*"	"3/2"	"5s2.5p4.(3P<2>).5d"	"2[1]"	"1/2"		""	"L6925"	
Xe	2	"103.2596"	"5"	""		"10537.01"	"107381.74"	"5s2.5p5"	"2P*"	"1/2"	"5s2.5p4.(3P<0>).5d"	"2[2]"	"3/2"		""	"L6925"	
Xe	1	"103.2666"	"a"	""		"0.000"	"96836.723"	"5p6"	"1S"	"0"	"5p5.(2P*<3/2>).13d"	"2[1/2]*"	"1"		""	"L6449"	
Xe	4	"103.299"	"2"	""		"109254.4"	"206061.2"	"5s.5p4"	"4P"	"1/2"	"5s2.5p2.(3P).6p"	"2P*"	"3/2"		""	"L11502"	
Xe	1	"103.3724"	"a"	""		"0.000"	"96737.710"	"5p6"	"1S"	"0"	"5p5.(2P*<3/2>).14s"	"2[3/2]*"	"1"		""	"L6449"	
Xe	1	"103.4184"	"a"	""		"0.000"	"96694.39"	"5p6"	"1S"	"0"	"5p5.(2P*<3/2>).12d"	"2[3/2]*"	"1"		""	"L6449"	
Xe	4	"103.454"	"5"	""		"99663.8"	"196325.2"	"5s.5p4"	"4P"	"5/2"	"5s2.5p2.(3P).4f"	"4F*"	"7/2"		""	"L11502"	
Xe	1	"103.5022"	"a"	""		"0.000"	"96616.295"	"5p6"	"1S"	"0"	"5p5.(2P*<3/2>).12d"	"2[1/2]*"	"1"		""	"L6449"	
Xe	1	"103.6476"	"a"	""		"0.000"	"96480.62"	"5p6"	"1S"	"0"	"5p5.(2P*<3/2>).13s"	"2[3/2]*"	"1"		""	"L6449"	
Xe	1	"103.7087"	"a"	""		"0.000"	"96423.77"	"5p6"	"1S"	"0"	"5p5.(2P*<3/2>).11d"	"2[3/2]*"	"1"		""	"L6449"	
Xe	2	"103.7680"	"6"	""		"10537.01"	"106906.12"	"5s2.5p5"	"2P*"	"1/2"	"5s2.5p4.(3P<1>).6s"	"2[1]"	"1/2"		""	"L6925"	
Xe	1	"103.8259"	"a"	""		"0.000"	"96315.16"	"5p6"	"1S"	"0"	"5p5.(2P*<3/2>).11d"	"2[1/2]*"	"1"		""	"L6449"	
Xe	1	"104.0336"	"a"	""		"0.000"	"96122.77"	"5p6"	"1S"	"0"	"5p5.(2P*<3/2>).12s"	"2[3/2]*"	"1"		""	"L6449"	
Xe	1	"104.1170"	"a"	"7.9e+07"	C+	"0.000"	"96045.77"	"5p6"	"1S"	"0"	"5p5.(2P*<3/2>).10d"	"2[3/2]*"	"1"		"T3180"	"L6449"	
Xe	2	"104.1306"	"10"	""		"0.00"	"96033.48"	"5s2.5p5"	"2P*"	"3/2"	"5s2.5p4.(3P<2>).5d"	"2[2]"	"3/2"		""	"L6925"	
Xe	4	"104.1813"	"9"	""		"13267.0"	"109254.4"	"5s2.5p3"	"2D*"	"3/2"	"5s.5p4"	"4P"	"1/2"		""	"L6623"	
Xe	1	"104.2613"	"a"	""		"0.000"	"95912.880"	"5p6"	"1S"	"0"	"5p5.(2P*<3/2>).10d"	"2[1/2]*"	"1"		""	"L6449"	
Xe	1	"104.383497"	"a"	"5.9e+07"	C	"0.000"	"95800.584"	"5p6"	"1S"	"0"	"5p5.(2P*<1/2>).7s"	"2[1/2]*"	"1"		"T3180"	"L9794"	
Xe	1	"104.6123"	"a"	""		"0.000"	"95590.97"	"5p6"	"1S"	"0"	"5p5.(2P*<3/2>).11s"	"2[3/2]*"	"1"		""	"L6449"	
Xe	1	"104.7136"	"a"	"1.27e+08"	C+	"0.000"	"95498.48"	"5p6"	"1S"	"0"	"5p5.(2P*<3/2>).9d"	"2[3/2]*"	"1"		"T3180"	"L6449"	
Xe	3	"104.7799"	"15"	""		"8130.08"	"103568.20"	"5s2.5p4"	"3P"	"0"	"5s.5p5"	"3P*"	"1"		""	"L10579"	
Xe	2	"104.8120"	"2c"	""		"10537.01"	"105947.55"	"5s2.5p5"	"2P*"	"1/2"	"5s2.5p4.(3P<2>).5d"	"2[0]"	"1/2"		""	"L6925"	
Xe	2	"104.8272"	"8"	""		"0.00"	"95396.74"	"5s2.5p5"	"2P*"	"3/2"	"5s2.5p4.(3P<2>).5d"	"2[2]"	"5/2"		""	"L6925"	
Xe	3	"104.8755"	"11"	""		"17098.73"	"112449.90"	"5s2.5p4"	"1D"	"2"	"5s2.5p3.(4S*).5d"	"5D*"	"1"		""	"L10579"	
Xe	1	"105.0107"	"a"	"8.5e+06"	D+	"0.000"	"95228.399"	"5p6"	"1S"	"0"	"5p5.(2P*<3/2>).9d"	"2[1/2]*"	"1"		"T3180"	"L6449"	
Xe	2	"105.1920"	"10"	""		"0.00"	"95064.38"	"5s2.5p5"	"2P*"	"3/2"	"5s2.5p4.(3P<2>).6s"	"2[2]"	"3/2"		""	"L6925"	
Xe	1	"105.4996"	"a"	"5.75e+07"	C+	"0.000"	"94787.084"	"5p6"	"1S"	"0"	"5p5.(2P*<3/2>).10s"	"2[3/2]*"	"1"		"T7227,T5940"	"L6449"	
Xe	3	"105.5326"	"11"	""		"17098.73"	"111856.38"	"5s2.5p4"	"1D"	"2"	"5s2.5p3.(4S*).5d"	"5D*"	"2"		""	"L10579"	
Xe	1	"105.612829"	"a"	"1.93e+08"	C+	"0.000"	"94685.467"	"5p6"	"1S"	"0"	"5p5.(2P*<3/2>).8d"	"2[3/2]*"	"1"		"T7227,T5940"	"L9794"	
Xe	5	"105.647"	"3"	""		"133408.1"	"228064.9"	"5s.5p3"	"3P*"	"0"	"5s2.5p.(2P*).6p"	"3D"	"1"		""	"L7287"	
Xe	3	"105.8136"	"9"	""		"17098.73"	"111605.41"	"5s2.5p4"	"1D"	"2"	"5s2.5p3.(4S*).5d"	"5D*"	"3"		""	"L10579"	
Xe	5	"105.934"	"6"	""		"119919.0"	"214317.7"	"5s.5p3"	"3D*"	"3"	"5s2.5p.(2P*).4f"	"1G"	"4"		""	"L7287"	
Xe	3	"106.0529"	"1"	""		"103568.20"	"197860.38"	"5s.5p5"	"3P*"	"1"	"5s2.5p3.(4S*).5f"	"5F"	"2"		""	"L10579"	
Xe	1	"106.125564"	"a"	"1.74e+07"	C+	"0.000"	"94228.004"	"5p6"	"1S"	"0"	"5p5.(2P*<3/2>).8d"	"2[1/2]*"	"1"		"T7227,T5940"	"L9794"	
Xe	4	"106.144"	"6"	""		"121928.9"	"216141.0"	"5s.5p4"	"2D"	"3/2"	"5s2.5p2.(1D).6p"	"2D*"	"3/2"		""	"L11502"	
Xe	4	"106.265"	"6"	""		"106923.2"	"201027.6"	"5s.5p4"	"4P"	"3/2"	"5s2.5p2.(3P).6p"	"4S*"	"3/2"		""	"L11502"	
Xe	5	"106.326"	"4"	""		"156506.8"	"250557.2"	"5s2.5p.(2P*).5d"	"3F*"	"2"	"5s2.5p.(2P*).6p"	"1D"	"2"		""	"L7287"	
Xe	5	"106.355"	"7"	""		"115286.3"	"209310.7"	"5s.5p3"	"3D*"	"1"	"5s2.5p.(2P*).4f"	"3D"	"1"		""	"L7287"	
Xe	4	"106.411"	"6"	""		"106923.2"	"200899.4"	"5s.5p4"	"4P"	"3/2"	"5s2.5p2.(3P).6p"	"4P*"	"1/2"		""	"L11502"	
Xe	4	"106.5056"	"20"	""		"28036.4"	"121928.9"	"5s2.5p3"	"2P*"	"1/2"	"5s.5p4"	"2D"	"3/2"		""	"L11173"	
Xe	3	"106.6393"	"18"	""		"9794.36"	"103568.20"	"5s2.5p4"	"3P"	"1"	"5s.5p5"	"3P*"	"1"		""	"L10579"	
Xe	2	"106.7088"	"6"	""		"10537.01"	"104250.06"	"5s2.5p5"	"2P*"	"1/2"	"5s2.5p4.(3P<1>).5d"	"2[1]"	"1/2"		""	"L6925"	
Xe	4	"106.7695"	"25"	""		"13267.0"	"106923.2"	"5s2.5p3"	"2D*"	"3/2"	"5s.5p4"	"4P"	"3/2"		""	"L11173"	
Xe	1	"106.8168"	"a"	"3.72e+08"	C+	"0.000"	"93618.24"	"5p6"	"1S"	"0"	"5p5.(2P*<1/2>).5d"	"2[3/2]*"	"1"		"T7227,T5940"	"L6449"	
Xe	4	"106.881"	"5"	""		"106923.2"	"200486.2"	"5s.5p4"	"4P"	"3/2"	"5s2.5p2.(3P).6p"	"2D*"	"5/2"		""	"L11502"	
Xe	4	"106.921"	"5"	""		"125474.7"	"219001.7"	"5s.5p4"	"2D"	"5/2"	"5s2.5p2.(1D).4f"	"2D*"	"5/2"		""	"L11502"	
Xe	1	"107.0411"	"a"	"1.2e+07"	D+	"0.000"	"93422.108"	"5p6"	"1S"	"0"	"5p5.(2P*<3/2>).9s"	"2[3/2]*"	"1"		"T3180"	"L6449"	
Xe	5	"107.110"	"8"	""		"134702.7"	"228064.9"	"5s.5p3"	"3P*"	"2"	"5s2.5p.(2P*).6p"	"3D"	"1"		""	"L7287"	
Xe	5	"107.281"	"6"	""		"116097.0"	"209310.7"	"5s.5p3"	"3D*"	"2"	"5s2.5p.(2P*).4f"	"3D"	"1"		""	"L7287"	
Xe	2	"107.4476"	"12"	""		"0.00"	"93068.44"	"5s2.5p5"	"2P*"	"3/2"	"5s2.5p4.(3P<2>).6s"	"2[2]"	"5/2"		""	"L6925"	
Xe	7	"107.7120"	"84"	""		"143259."	"236100."	"5s.5p"	"1P*"	"1"	"5p2"	"1D"	"2"		""	"L11882"	
Xe	3	"107.7844"	"1"	""		"111605.41"	"204382.87"	"5s2.5p3.(4S*).5d"	"5D*"	"3"	"5s2.5p3.(2P*).4f"	"3D"	"3"		""	"L10579"	
Xe	1	"107.8584"	"a"	"7.6e+06"	D+	"0.000"	"92714.038"	"5p6"	"1S"	"0"	"5p5.(2P*<3/2>).7d"	"2[3/2]*"	"1"		"T3180"	"L6449"	
Xe	6	"108.0080"	"50"	""		"0.0"	"92586."	"5s2.5p"	"2P*"	"1/2"	"5s.5p2"	"4P"	"1/2"		""	"L7269"	
Xe	4	"108.139"	"8"	""		"106923.2"	"199397.0"	"5s.5p4"	"4P"	"3/2"	"5s2.5p2.(3P).4f"	"2D*"	"3/2"		""	"L11502"	
Xe	4	"108.325"	"1"	""		"99663.8"	"191978.1"	"5s.5p4"	"4P"	"5/2"	"5s2.5p2.(3P).4f"	"4D*"	"5/2"		""	"L11502"	
Xe	5	"108.353"	"3"	""		"155518.1"	"247810.4"	"5s.5p3"	"3S*"	"1"	"5s2.5p.(2P*).6p"	"3S"	"1"		""	"L7287"	
Xe	2	"108.3860"	"5"	""		"10537.01"	"102799.07"	"5s2.5p5"	"2P*"	"1/2"	"5s2.5p4.(3P<1>).6s"	"2[1]"	"3/2"		""	"L6925"	
Xe	4	"108.466"	"11"	""		"99663.8"	"191858.2"	"5s.5p4"	"4P"	"5/2"	"5s2.5p2.(3P).4f"	"4F*"	"3/2"		""	"L11502"	
Xe	1	"108.5441"	"a"	"4.28e+07"	C+	"0.000"	"92128.287"	"5p6"	"1S"	"0"	"5p5.(2P*<3/2>).7d"	"2[1/2]*"	"1"		"T7227,T5940"	"L6449"	
Xe	5	"108.601"	"4"	""		"115286.3"	"207366.7"	"5s.5p3"	"3D*"	"1"	"5s2.5p.(2P*).4f"	"3D"	"2"		""	"L7287"	
Xe	8	"108.72"	""	""		"635355"	"727403"	"7d"	"2D"	"5/2"	"8f"	"2F*"	"7/2"		""	"L11586"	
Xe	3	"108.8954"	"20"	""		"119026.03"	"210857.49"	"5s2.5p3.(2D*).5d"	"1P*"	"1"	"5p6"	"1S"	"0"		""	"L10579"	
Xe	4	"108.965"	"6"	""		"109254.4"	"201027.6"	"5s.5p4"	"4P"	"1/2"	"5s2.5p2.(3P).6p"	"4S*"	"3/2"		""	"L11502"	
Xe	4	"109.116"	"3"	""		"109254.4"	"200899.4"	"5s.5p4"	"4P"	"1/2"	"5s2.5p2.(3P).6p"	"4P*"	"1/2"		""	"L11502"	
Xe	6	"109.1634"	"62"	""		"15599.0"	"107205."	"5s2.5p"	"2P*"	"3/2"	"5s.5p2"	"4P"	"5/2"		""	"L7269"	
Xe	3	"109.2168"	"10"	""		"98262.47"	"189824.07"	"5s.5p5"	"3P*"	"2"	"5s2.5p3.(2D*).4f"	"1D"	"2"		""	"L10579"	
Xe	5	"109.2801"	"70"	""		"28411.2"	"119919.0"	"5s2.5p2"	"1D"	"2"	"5s.5p3"	"3D*"	"3"		""	"L11121"	
Xe	7	"109.44"	""	""		"143259."	"234685."	"5s.5p"	"1P*"	"1"	"5p2"	"3P"	"1"		""	"L7281"	
Xe	5	"109.565"	"8"	""		"116097.0"	"207366.7"	"5s.5p3"	"3D*"	"2"	"5s2.5p.(2P*).4f"	"3D"	"2"		""	"L7287"	
Xe	4	"109.735"	"12"	""		"99663.8"	"190792.5"	"5s.5p4"	"4P"	"5/2"	"5s2.5p2.(3P).6p"	"4D*"	"3/2"		""	"L11502"	
Xe	1	"109.9716"	"a"	"4.08e+07"	C+	"0.000"	"90932.432"	"5p6"	"1S"	"0"	"5p5.(2P*<3/2>).8s"	"2[3/2]*"	"1"		"T7227,T5940"	"L6449"	
Xe	2	"110.0432"	"10"	""		"0.00"	"90873.83"	"5s2.5p5"	"2P*"	"3/2"	"5s.5p6"	"2S"	"1/2"		""	"L6925"	
Xe	6	"110.1947"	"8"	""		"141837.2"	"232585.5"	"5s.5p2"	"2P"	"1/2"	"5p3"	"232586*"	"3/2"		""	"L11820"	
Xe	4	"110.295"	"4"	""		"125474.7"	"216141.0"	"5s.5p4"	"2D"	"5/2"	"5s2.5p2.(1D).6p"	"2D*"	"3/2"		""	"L11502"	
Xe	2	"110.3515"	"0"	""		"10537.01"	"101157.48"	"5s2.5p5"	"2P*"	"1/2"	"5s2.5p4.(3P<0>).6s"	"2[0]"	"1/2"		""	"L6925"	
Xe	4	"110.891"	"13"	""		"99663.8"	"189842.1"	"5s.5p4"	"4P"	"5/2"	"5s2.5p2.(3P).4f"	"2G*"	"7/2"		""	"L11502"	
Xe	3	"110.9257"	"10"	""		"98262.47"	"188412.56"	"5s.5p5"	"3P*"	"2"	"5s2.5p3.(2D*).4f"	"3P"	"2"		""	"L10579"	
Xe	5	"110.9829"	"15"	""		"44470.4"	"134575.2"	"5s2.5p2"	"1S"	"0"	"5s.5p3"	"3P*"	"1"		""	"L11121"	
Xe	1	"111.0713"	"a"	"1.50e+08"	C+	"0.000"	"90032.155"	"5p6"	"1S"	"0"	"5p5.(2P*<3/2>).6d"	"2[3/2]*"	"1"		"T7227,T5940"	"L6449"	
Xe	5	"111.149"	"5"	""		"169672.6"	"259642.3"	"5s.5p3"	"1P*"	"1"	"5s2.5p.(2P*).6p"	"1S"	"0"		""	"L7287"	
Xe	4	"111.3291"	"70"	""		"35649.6"	"125474.7"	"5s2.5p3"	"2P*"	"3/2"	"5s.5p4"	"2D"	"5/2"		""	"L11173"	
Xe	4	"111.357"	"3"	""		"106923.2"	"196724.9"	"5s.5p4"	"4P"	"3/2"	"5s2.5p2.(3P).6p"	"2D*"	"3/2"		""	"L11502"	
Xe	4	"111.444"	"5"	""		"106923.2"	"196654.7"	"5s.5p4"	"4P"	"3/2"	"5s2.5p2.(3P).4f"	"4D*"	"1/2"		""	"L11502"	
Xe	5	"111.482"	"3"	""		"156506.8"	"246208.0"	"5s2.5p.(2P*).5d"	"3F*"	"2"	"5s2.5p.(2P*).6p"	"3D"	"3"		""	"L7287"	
Xe	5	"111.528"	"1"	""		"116097.0"	"205758.8"	"5s.5p3"	"3D*"	"2"	"5s2.5p.(2P*).4f"	"3D"	"3"		""	"L7287"	
Xe	4	"111.629"	"8"	""		"106923.2"	"196506.1"	"5s.5p4"	"4P"	"3/2"	"5s2.5p2.(3P).4f"	"4F*"	"5/2"		""	"L11502"	
Xe	4	"111.709"	"1"	""		"134980.6"	"224498.2"	"5s2.5p2.(3P).5d"	"4F"	"3/2"	"5s2.5p2.(1D).6p"	"2P*"	"3/2"		""	"L11502"	
Xe	4	"111.8417"	"35"	""		"17510.7"	"106923.2"	"5s2.5p3"	"2D*"	"5/2"	"5s.5p4"	"4P"	"3/2"		""	"L11173"	
Xe	5	"111.892"	"6"	""		"145807.0"	"235178.9"	"5s.5p3"	"1D*"	"2"	"5s2.5p.(2P*).6p"	"3D"	"2"		""	"L7287"	
Xe	5	"111.977"	"4"	""		"155518.1"	"244821.3"	"5s.5p3"	"3S*"	"1"	"5s2.5p.(2P*).6p"	"3P"	"2"		""	"L7287"	
Xe	3	"112.011"	"1"	""		"108333.76"	"197611.00"	"5s.5p5"	"3P*"	"0"	"5s2.5p3.(4S*).5f"	"5F"	"1"		""	"L7270"	
Xe	8	"112.41"	"*"	""		"527425"	"616368"	"6d"	"2D"	"3/2"	"6f"	"2F*"	"5/2"		""	"L11586"	
Xe	8	"112.41"	"*"	""		"570268"	"659228"	"5g"	"2G"	"9/2"	"6h"	"2H*"	"11/2"		""	"L11586"	
Xe	8	"112.41"	"*"	""		"570268"	"659228"	"5g"	"2G"	"7/2"	"6h"	"2H*"	"9/2"		""	"L11586"	
Xe	3	"112.4428"	"7"	""		"121922.75"	"210857.49"	"5s2.5p3.(4S*).5d"	"3D*"	"1"	"5p6"	"1S"	"0"		""	"L10579"	
Xe	4	"112.535"	"11"	""		"106923.2"	"195784.6"	"5s.5p4"	"4P"	"3/2"	"5s2.5p2.(3P).4f"	"4D*"	"3/2"		""	"L11502"	
Xe	3	"112.7018"	"2"	""		"98262.47"	"186992.43"	"5s.5p5"	"3P*"	"2"	"5s2.5p3.(2D*).4f"	"3D"	"2"		""	"L10579"	
Xe	5	"112.806"	"3"	""		"145807.0"	"234455.6"	"5s.5p3"	"1D*"	"2"	"5s2.5p.(2P*).6p"	"3P"	"1"		""	"L7287"	
Xe	1	"112.9310"	"a"	"4.4e+06"	D+	"0.000"	"88549.775"	"5p6"	"1S"	"0"	"5p5.(2P*<3/2>).6d"	"2[1/2]*"	"1"		"T3180"	"L6449"	
Xe	3	"113.0348"	"12"	""		"9794.36"	"98262.47"	"5s2.5p4"	"3P"	"1"	"5s.5p5"	"3P*"	"2"		""	"L10579"	
Xe	3	"113.1838"	"0"	""		"98262.47"	"186614.26"	"5s.5p5"	"3P*"	"2"	"5s2.5p3.(2D*).4f"	"3F"	"3"		""	"L10579"	
Xe	5	"113.232"	"5"	""		"156506.8"	"244821.3"	"5s2.5p.(2P*).5d"	"3F*"	"2"	"5s2.5p.(2P*).6p"	"3P"	"2"		""	"L7287"	
Xe	3	"113.5613"	"7"	""		"98262.47"	"186320.88"	"5s.5p5"	"3P*"	"2"	"5s2.5p3.(2P*).6p"	"3P"	"2"		""	"L10579"	
Xe	6	"113.6412"	"14"	""		"182308.0"	"270305.7"	"5s2.5d"	"2D"	"5/2"	"5s2.6p"	"2P*"	"3/2"		""	"L11820"	
Xe	4	"113.806"	"6"	""		"99663.8"	"187532.9"	"5s.5p4"	"4P"	"5/2"	"5s2.5p2.(3P).4f"	"4D*"	"7/2"		""	"L11502"	
Xe	4	"113.944"	"2"	""		"133027.4"	"220789.8"	"5s2.5p2.(3P).5d"	"2P"	"3/2"	"5s2.5p2.(1D).4f"	"2P*"	"1/2"		""	"L11502"	
Xe	5	"114.028"	"6"	""		"155518.1"	"243216.5"	"5s.5p3"	"3S*"	"1"	"5s2.5p.(2P*).6p"	"1P"	"1"		""	"L7287"	
Xe	5	"114.0443"	"10"	""		"28411.2"	"116097.0"	"5s2.5p2"	"1D"	"2"	"5s.5p3"	"3D*"	"2"		""	"L11121"	
Xe	4	"114.325"	"4"	""		"109254.4"	"196724.9"	"5s.5p4"	"4P"	"1/2"	"5s2.5p2.(3P).6p"	"2D*"	"3/2"		""	"L11502"	
Xe	5	"114.353"	"8"	""		"119919.0"	"207366.7"	"5s.5p3"	"3D*"	"3"	"5s2.5p.(2P*).4f"	"3D"	"2"		""	"L7287"	
Xe	4	"114.416"	"9"	""		"109254.4"	"196654.7"	"5s.5p4"	"4P"	"1/2"	"5s2.5p2.(3P).4f"	"4D*"	"1/2"		""	"L11502"	
