element	sp_num	obs_wl_vac(nm)	intens	Aki(s^-1)	Acc	Ei(cm-1)	Ek(cm-1)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
Xe	3	"325.785"	"5"	""		"143048.20"	"173734.12"	"5s2.5p3.(2D*).6s"	"1D*"	"2"	"5s2.5p3.(4S*).4f"	"3F"	"2"		""	"L10579"	
Xe	2	"325.936"	"12"	""		"101535.67"	"132207.76"	"5s2.5p4.(3P<2>).5d"	"2[4]"	"7/2"	"5s2.5p4.(1D<2>).6p"	"2[2]*"	"5/2"		""	"L6925"	
Xe	4	"325.946"	"12"	""		"176041.9"	"206713.1"	"5s2.5p2.(3P).5d"	"2F"	"5/2"	"5s2.5p2.(1D).4f"	"2G*"	"7/2"		""	"L11502"	
Xe	6	"325.95"	"*"	""		"426186"	"456857"	"5s2.6g"	"2G"	"7/2"	"5s2.7h"	"2H*"	"9/2"		""	"L11642"	
Xe	6	"325.95"	"*"	""		"426186"	"456857"	"5s2.6g"	"2G"	"9/2"	"5s2.7h"	"2H*"	"11/2"		""	"L11642"	
Xe	4	"326.067"	"1"	""		"165995.3"	"196654.7"	"5s.5p4"	"2P"	"3/2"	"5s2.5p2.(3P).4f"	"4D*"	"1/2"		""	"L11502"	
Xe	2	"326.073"	"2"	""		"99404.99"	"130063.96"	"5s2.5p4.(3P<2>).5d"	"2[4]"	"9/2"	"5s2.5p4.(1D<2>).6p"	"2[3]*"	"7/2"		""	"L6925"	
Xe	3	"326.146"	"1"	""		"151482.43"	"182134.14"	"5s2.5p3.(2P*).6s"	"3P*"	"1"	"5s2.5p3.(2P*).6p"	"3S"	"1"		""	"L10579"	
Xe	2	"326.202"	"4h"	""		"109563.14"	"140209.99"	"5s2.5p4.(1D<2>).6s"	"2[2]"	"5/2"	"5s2.5p4.(3P<2>).4f"	"2[2]*"	"5/2"		""	"L6925"	
Xe	2	"326.403"	"0"	""		"113512.36"	"144140.16"	"5s2.5p4.(3P<2>).6p"	"2[3]*"	"5/2"	"5s2.5p4.(3P<0>).6d"	"2[2]"	"3/2"		""	"L6991"	
Xe	3	"326.705"	"20"	""		"156392.68"	"186992.43"	"5s2.5p3.(2P*).5d"	"3D*"	"3"	"5s2.5p3.(2D*).4f"	"3D"	"2"		""	"L10579"	
Xe	2	"326.734"	"3h"	""		"119085.49"	"149682.65"	"5s2.5p4.(1D<2>).5d"	"2[3]"	"5/2"	"5s2.5p4.(3P<1>).4f"	"2[3]*"	"7/2"		""	"L6925"	
Xe	2	"326.808"	"1h^"	""		"111792.17"	"142382.13"	"5s2.5p4.(3P<2>).6p"	"2[2]*"	"3/2"	"5s2.5p4.(3P<1>).7s"	"2[1]"	"3/2"		""	"L6925"	
Xe	3	"326.898"	"22"	""		"121475.94"	"152057.72"	"5s2.5p3.(4S*).6s"	"5S*"	"2"	"5s2.5p3.(4S*).6p"	"3P"	"2"		""	"L10579"	
Xe	3	"326.940"	"3"	""		"143156.24"	"173734.12"	"5s2.5p3.(2D*).5d"	"3D*"	"3"	"5s2.5p3.(4S*).4f"	"3F"	"2"		""	"L10579"	
Xe	2	"327.291"	"60"	""		"108423.07"	"138967.87"	"5s2.5p4.(3P<1>).5d"	"2[3]"	"7/2"	"5s2.5p4.(3P<2>).4f"	"2[4]*"	"9/2"		""	"L6925"	
Xe	4	"327.374"	"13"	""		"170490.3"	"201027.6"	"5s2.5p2.(3P).6s"	"4P"	"5/2"	"5s2.5p2.(3P).6p"	"4S*"	"3/2"		""	"L11502"	
Xe	2	"327.480"	"2H^"	""		"116783.09"	"147310.54"	"5s2.5p4.(3P<2>).6p"	"2[1]*"	"3/2"	"5s2.5p4.(3P<2>).8s"	"2[2]"	"5/2"		""	"L6925"	
Xe	3	"327.639"	"13"	""		"136367.48"	"166880.09"	"5s2.5p3.(2P*).5d"	"1D*"	"2"	"5s2.5p3.(4S*).4f"	"5F"	"2"		""	"L10579"	
Xe	4	"327.659"	"1"	""		"165995.3"	"196506.1"	"5s.5p4"	"2P"	"3/2"	"5s2.5p2.(3P).4f"	"4F*"	"5/2"		""	"L11502"	
Xe	4	"327.728"	"10"	""		"165280.0"	"195784.6"	"5s2.5p2.(3P).6s"	"4P"	"3/2"	"5s2.5p2.(3P).4f"	"4D*"	"3/2"		""	"L11502"	
Xe	3	"327.844"	"12"	""		"152057.72"	"182551.32"	"5s2.5p3.(4S*).6p"	"3P"	"2"	"5s2.5p3.(4S*).6d"	"5D*"	"1"		""	"L10579"	
Xe	3	"327.913"	"3"	""		"155400.90"	"185888.03"	"5s2.5p3.(2P*).5d"	"3D*"	"1"	"5s2.5p3.(2P*).6p"	"1P"	"1"		""	"L10579"	
Xe	3	"328.050"	"14"	""		"148412.84"	"178887.17"	"5s2.5p3.(2D*).5d"	"1F*"	"3"	"5s2.5p3.(2D*).4f"	"3G"	"4"		""	"L10579"	
Xe	2	"328.126"	"12h*"	""		"113672.89"	"144140.16"	"5s2.5p4.(3P<2>).6p"	"2[1]*"	"1/2"	"5s2.5p4.(3P<0>).6d"	"2[2]"	"3/2"		""	"L6925"	
Xe	2	"328.126"	"12h*"	""		"109563.14"	"140029.99"	"5s2.5p4.(1D<2>).6s"	"2[2]"	"5/2"	"5s2.5p4.(3P<2>).4f"	"2[4]*"	"7/2"		""	"L6925"	
Xe	3	"328.464"	"8"	""		"159388.18"	"189824.07"	"5s2.5p3.(2P*).6s"	"1P*"	"1"	"5s2.5p3.(2D*).4f"	"1D"	"2"		""	"L10579"	
Xe	3	"328.582"	"14"	""		"152057.72"	"182482.74"	"5s2.5p3.(4S*).6p"	"3P"	"2"	"5s2.5p3.(4S*).7s"	"5S*"	"2"		""	"L10579"	
Xe	4	"328.598"	"15"	""		"161434.7"	"191858.2"	"5s2.5p2.(3P).5d"	"4P"	"3/2"	"5s2.5p2.(3P).4f"	"4F*"	"3/2"		""	"L11502"	
Xe	3	"328.780"	"13"	""		"152057.72"	"182464.48"	"5s2.5p3.(4S*).6p"	"3P"	"2"	"5s2.5p3.(4S*).6d"	"5D*"	"3"		""	"L10579"	
Xe	3	"328.791"	"16"	""		"168086.00"	"198491.98"	"5s2.5p3.(2D*).6p"	"3P"	"1"	"5s2.5p3.(2D*).6d"	"3P*"	"2"		""	"L10579"	
Xe	3	"328.854"	"5"	""		"170250.15"	"200650.23"	"5s2.5p3.(4S*).4f"	"3F"	"3"	"5s2.5p3.(2D*).6d"	"3D*"	"3"		""	"L10579"	
Xe	4	"328.903"	"9"	""		"169001.5"	"199397.0"	"5s2.5p2.(3P).5d"	"2D"	"5/2"	"5s2.5p2.(3P).4f"	"2D*"	"3/2"		""	"L11502"	
Xe	3	"329.594"	"14"	""		"136367.48"	"166699.11"	"5s2.5p3.(2P*).5d"	"1D*"	"2"	"5s2.5p3.(2D*).6p"	"3D"	"3"		""	"L10579"	
Xe	2	"329.620"	"1h"	""		"123254.60"	"153584.09"	"5s2.5p4.(3P<1>).6p"	"2[2]*"	"3/2"	"5s2.5p4.(1D<2>).6d"	"2[1]"	"3/2"		""	"L6925"	
Xe	2	"329.872"	"6"	""		"90873.83"	"121179.80"	"5s.5p6"	"2S"	"1/2"	"5s2.5p4.(3P<1>).6p"	"2[0]*"	"1/2"		""	"L6925"	
Xe	3	"330.154"	"14"	""		"152057.72"	"182337.88"	"5s2.5p3.(4S*).6p"	"3P"	"2"	"5s2.5p3.(4S*).6d"	"5D*"	"2"		""	"L10579"	
Xe	4	"330.332"	"8"	""		"163596.7"	"193860.6"	"5s2.5p2.(3P).5d"	"2D"	"3/2"	"5s2.5p2.(3P).6p"	"2S*"	"1/2"		""	"L11502"	
Xe	3	"330.405"	"8"	""		"147797.41"	"178054.53"	"5s2.5p3.(2D*).5d"	"3S*"	"1"	"5s2.5p3.(2P*).6p"	"3P"	"0"		""	"L10579"	
Xe	5	"330.596"	"16"	""		"156506.8"	"186746.7"	"5s2.5p.(2P*).5d"	"3F*"	"2"	"5s2.5p.(2P*).4f"	"3G"	"3"		""	"L7287"	
Xe	3	"330.646"	"11a"	""		"166374.06"	"196608.91"	"5s2.5p3.(4S*).4f"	"5F"	"3"	"5s2.5p3.(2D*).6d"	"3F*"	"3"		""	"L10579"	
Xe	3	"330.680"	"11a"	""		"147797.41"	"178029.33"	"5s2.5p3.(2D*).5d"	"3S*"	"1"	"5s2.5p3.(2P*).6p"	"3P"	"1"		""	"L10579"	
Xe	5	"330.911"	"2"	""		"169799.4"	"200010.2"	"5s2.5p.(2P*).5d"	"3F*"	"4"	"5s2.5p.(2P*).4f"	"1F"	"3"		""	"L7287"	
Xe	4	"331.040"	"16"	""		"159642.8"	"189842.1"	"5s2.5p2.(3P).5d"	"4P"	"5/2"	"5s2.5p2.(3P).4f"	"2G*"	"7/2"		""	"L11502"	
Xe	2	"331.085"	"1h"	""		"119085.49"	"149280.40"	"5s2.5p4.(1D<2>).5d"	"2[3]"	"5/2"	"5s2.5p4.(3P<1>).4f"	"2[4]*"	"7/2"		""	"L6925"	
Xe	2	"331.180"	"2"	""		"93068.44"	"123254.60"	"5s2.5p4.(3P<2>).6s"	"2[2]"	"5/2"	"5s2.5p4.(3P<1>).6p"	"2[2]*"	"3/2"		""	"L6925"	
Xe	3	"331.220"	"0bl"	""		"166355.27"	"196538.07"	"5s2.5p3.(4S*).4f"	"5F"	"4"	"5s2.5p3.(2D*).6d"	"1G*"	"4"		""	"L7270"	
Xe	5	"331.292"	"9"	""		"213040.2"	"243216.5"	"5s2.5p.(2P*).6s"	"1P*"	"1"	"5s2.5p.(2P*).6p"	"1P"	"1"		""	"L7287"	
Xe	2	"331.348"	"2h"	""		"109563.14"	"139733.89"	"5s2.5p4.(1D<2>).6s"	"2[2]"	"5/2"	"5s2.5p4.(3P<2>).7p"	"2[3]*"	"7/2"		""	"L6925"	
Xe	3	"331.426"	"6"	""		"166374.06"	"196538.07"	"5s2.5p3.(4S*).4f"	"5F"	"3"	"5s2.5p3.(2D*).6d"	"1G*"	"4"		""	"L10579"	
Xe	3	"331.487"	"12"	""		"147797.41"	"177955.93"	"5s2.5p3.(2D*).5d"	"3S*"	"1"	"5s2.5p3.(2P*).6p"	"3D"	"2"		""	"L10579"	
Xe	2	"331.639"	"6h"	""		"116783.09"	"146927.86"	"5s2.5p4.(3P<2>).6p"	"2[1]*"	"3/2"	"5s2.5p4.(3P<1>).6d"	"2[3]"	"5/2"		""	"L6925"	
Xe	3	"331.745"	"6"	""		"121922.75"	"152057.72"	"5s2.5p3.(4S*).5d"	"3D*"	"1"	"5s2.5p3.(4S*).6p"	"3P"	"2"		""	"L10579"	
Xe	3	"331.955"	"7"	""		"153893.20"	"184009.10"	"5s2.5p3.(2P*).5d"	"3D*"	"2"	"5s2.5p3.(2P*).6p"	"1D"	"2"		""	"L10579"	
Xe	3	"332.007"	"8*"	""		"151482.43"	"181593.70"	"5s2.5p3.(2P*).6s"	"3P*"	"1"	"5s2.5p3.(2D*).4f"	"3F"	"2"		""	"L10579"	
Xe	3	"332.007"	"8*"	""		"173734.12"	"203845.36"	"5s2.5p3.(4S*).4f"	"3F"	"2"	"5s2.5p3.(2D*).6d"	"1F*"	"3"		""	"L10579"	
Xe	2	"332.057"	"1h"	""		"119085.49"	"149191.69"	"5s2.5p4.(1D<2>).5d"	"2[3]"	"5/2"	"5s2.5p4.(1S<0>).6p"	"2[1]*"	"3/2"		""	"L6925"	
Xe	4	"332.219"	"4"	""		"186048.6"	"216141.0"	"5s2.5p2.(1D).6s"	"2D"	"5/2"	"5s2.5p2.(1D).6p"	"2D*"	"3/2"		""	"L6004"	
Xe	3	"332.639"	"5"	""		"166554.82"	"196608.91"	"5s2.5p3.(2D*).6p"	"3F"	"4"	"5s2.5p3.(2D*).6d"	"3F*"	"3"		""	"L10579"	
Xe	2	"332.746"	"15"	""		"93068.44"	"123112.54"	"5s2.5p4.(3P<2>).6s"	"2[2]"	"5/2"	"5s2.5p4.(3P<1>).6p"	"2[2]*"	"5/2"		""	"L6925"	
Xe	5	"333.084"	"16"	""		"160630.4"	"190644.7"	"5s2.5p.(2P*).5d"	"3F*"	"3"	"5s2.5p.(2P*).4f"	"3F"	"4"		""	"L7287"	
Xe	3	"333.165"	"15a"	""		"136367.48"	"166374.06"	"5s2.5p3.(2P*).5d"	"1D*"	"2"	"5s2.5p3.(4S*).4f"	"5F"	"3"		""	"L10579"	
Xe	3	"333.283"	"5u"	""		"166880.09"	"196876.63"	"5s2.5p3.(4S*).4f"	"5F"	"2"	"5s2.5p3.(2D*).6d"	"3D*"	"1"		""	"L7270"	
Xe	4	"333.283"	"18"	""		"170490.3"	"200486.2"	"5s2.5p2.(3P).6s"	"4P"	"5/2"	"5s2.5p2.(3P).6p"	"2D*"	"5/2"		""	"L11502"	
Xe	3	"333.423"	"8"	""		"166554.82"	"196538.07"	"5s2.5p3.(2D*).6p"	"3F"	"4"	"5s2.5p3.(2D*).6d"	"1G*"	"4"		""	"L10579"	
Xe	3	"333.624"	"7"	""		"165941.69"	"195907.04"	"5s2.5p3.(2D*).6p"	"3P"	"0"	"5s2.5p3.(2D*).7s"	"3D*"	"1"		""	"L10579"	
Xe	2	"333.880"	"4h"	""		"102799.07"	"132741.15"	"5s2.5p4.(3P<1>).6s"	"2[1]"	"3/2"	"5s2.5p4.(1D<2>).6p"	"2[1]*"	"1/2"		""	"L6925"	
Xe	4	"333.886"	"1"	""		"169001.5"	"198943.1"	"5s2.5p2.(3P).5d"	"2D"	"5/2"	"5s2.5p2.(3P).6p"	"4D*"	"5/2"		""	"L11502"	
Xe	3	"333.899"	"15a"	""		"138145.49"	"168086.00"	"5s2.5p3.(2D*).6s"	"3D*"	"1"	"5s2.5p3.(2D*).6p"	"3P"	"1"		""	"L10579"	
Xe	4	"333.919"	"1"	""		"176122.2"	"206061.2"	"5s2.5p2.(1D).5d"	"2D"	"3/2"	"5s2.5p2.(3P).6p"	"2P*"	"3/2"		""	"L11502"	
Xe	2	"333.949"	"3"	""		"109563.14"	"139498.46"	"5s2.5p4.(1D<2>).6s"	"2[2]"	"5/2"	"5s2.5p4.(3P<2>).4f"	"2[2]*"	"3/2"		""	"L6925"	
Xe	3	"333.950"	"12bl"	""		"148370.13"	"178306.08"	"5s2.5p3.(2D*).5d"	"3P*"	"2"	"5s2.5p3.(2D*).4f"	"3G"	"3"		""	"L10579"	
Xe	1	"334.004"	"1-"	""		"67067.547"	"96998.7"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).15p"	"2[5/2]"	"3"		""	"L4739"	
Xe	3	"334.006"	"13"	""		"145300.13"	"175231.15"	"5s2.5p3.(2P*).5d"	"3F*"	"2"	"5s2.5p3.(2P*).6p"	"3D"	"1"		""	"L10579"	
Xe	3	"334.037"	"14a"	""		"156392.68"	"186320.88"	"5s2.5p3.(2P*).5d"	"3D*"	"3"	"5s2.5p3.(2P*).6p"	"3P"	"2"		""	"L10579"	
Xe	3	"334.067"	"16a"	""		"142064.27"	"171989.82"	"5s2.5p3.(2D*).5d"	"3D*"	"2"	"5s2.5p3.(2D*).6p"	"1D"	"2"		""	"L10579"	
Xe	6	"334.09"	""	""		"374180"	"404100"	"5s2.7p"	"2P*"	"1/2"	"5s2.7d"	"2D"	"3/2"		""	"L7281"	
Xe	3	"334.427"	"4"	""		"148412.84"	"178306.08"	"5s2.5p3.(2D*).5d"	"1F*"	"3"	"5s2.5p3.(2D*).4f"	"3G"	"3"		""	"L10579"	
Xe	3	"334.493"	"7"	""		"166374.06"	"196261.50"	"5s2.5p3.(4S*).4f"	"5F"	"3"	"5s2.5p3.(2D*).6d"	"3G*"	"3"		""	"L10579"	
Xe	3	"334.549"	"2"	""		"132711.78"	"162594.81"	"5s2.5p3.(2D*).5d"	"1G*"	"4"	"5s2.5p3.(2D*).6p"	"3F"	"3"		""	"L10579"	
Xe	2	"334.727"	"3H"	""		"119085.49"	"148951.80"	"5s2.5p4.(1D<2>).5d"	"2[3]"	"5/2"	"5s2.5p4.(3P<1>).4f"	"2[2]*"	"5/2"		""	"L6925"	
Xe	1	"334.863"	"1-"	""		"67067.547"	"96921.51"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).11f"	"2[5/2]"	"3"		""	"L4739"	
Xe	3	"334.976"	"12"	""		"134667.42"	"164511.65"	"5s2.5p3.(2D*).6s"	"3D*"	"2"	"5s2.5p3.(2D*).6p"	"1P"	"1"		""	"L10579"	
Xe	3	"335.035"	"6"	""		"166699.11"	"196538.07"	"5s2.5p3.(2D*).6p"	"3D"	"3"	"5s2.5p3.(2D*).6d"	"1G*"	"4"		""	"L10579"	
Xe	8	"335.12"	""	""		"497579."	"527425"	"5f"	"2F*"	"5/2"	"6d"	"2D"	"3/2"		""	"L11586"	
Xe	2	"335.344"	"1h^"	""		"124571.09"	"154382.83"	"5s2.5p4.(3P<1>).6p"	"2[1]*"	"1/2"	"5s2.5p4.(1D<2>).6d"	"2[1]"	"1/2"		""	"L6925"	
Xe	3	"335.354"	"4"	""		"167066.32"	"196876.63"	"5s2.5p3.(2D*).6p"	"3P"	"2"	"5s2.5p3.(2D*).6d"	"3D*"	"1"		""	"L10579"	
Xe	4	"335.596"	"11"	""		"165995.3"	"195784.6"	"5s.5p4"	"2P"	"3/2"	"5s2.5p2.(3P).4f"	"4D*"	"3/2"		""	"L11502"	
Xe	3	"335.799"	"15"	""		"134667.42"	"164438.64"	"5s2.5p3.(2D*).6s"	"3D*"	"2"	"5s2.5p3.(2D*).6p"	"1F"	"3"		""	"L10579"	
Xe	1	"335.817"	"1h-"	""		"67067.547"	"96837.14"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).14p"	"2[3/2]"	"2"		""	"L4739"	
Xe	3	"335.850"	"3"	""		"166374.06"	"196140.93"	"5s2.5p3.(4S*).4f"	"5F"	"3"	"5s2.5p3.(2D*).7s"	"3D*"	"2"		""	"L10579"	
Xe	1	"335.896"	"1h-"	""		"67067.547"	"96830.14"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).14p"	"2[5/2]"	"3"		""	"L4739"	
Xe	3	"336.100"	"1"	""		"152808.17"	"182551.32"	"5s2.5p3.(4S*).6p"	"3P"	"0"	"5s2.5p3.(4S*).6d"	"5D*"	"1"		""	"L7270"	
Xe	3	"336.277"	"8"	""		"166880.09"	"196608.91"	"5s2.5p3.(4S*).4f"	"5F"	"2"	"5s2.5p3.(2D*).6d"	"3F*"	"3"		""	"L10579"	
Xe	3	"336.350"	"2"	""		"117240.08"	"146962.42"	"5s2.5p3.(4S*).5d"	"3D*"	"2"	"5s2.5p3.(4S*).6p"	"5P"	"2"		""	"L10579"	
Xe	4	"336.468"	"4"	""		"190369.3"	"220081.6"	"5s2.5p2.(1S).5d"	"2D"	"3/2"	"5s2.5p2.(1D).6p"	"2P*"	"1/2"		""	"L11502"	
Xe	3	"336.532"	"3"	""		"166554.82"	"196261.50"	"5s2.5p3.(2D*).6p"	"3F"	"4"	"5s2.5p3.(2D*).6d"	"3G*"	"3"		""	"L10579"	
Xe	3	"336.570"	"3"	""		"167173.54"	"196876.63"	"5s2.5p3.(4S*).4f"	"5F"	"1"	"5s2.5p3.(2D*).6d"	"3D*"	"1"		""	"L10579"	
Xe	6	"336.57"	"*"	""		"427561"	"457264"	"5s2.6h"	"2H*"	"9/2"	"5s2.7i"	"2I"	"11/2"		""	"L11642"	
Xe	6	"336.57"	"*"	""		"427561"	"457264"	"5s2.6h"	"2H*"	"11/2"	"5s2.7i"	"2I"	"13/2"		""	"L11642"	
Xe	2	"336.672"	"300h"	""		"127527.30"	"157221.03"	"5s2.5p4.(1D<2>).5d"	"2[2]"	"3/2"	"5s2.5p4.(1D<2>).4f"	"2[3]*"	"5/2"		""	"L6925"	
Xe	4	"336.750"	"5"	""		"190030.5"	"219717.3"	"5s2.5p2.(1S).5d"	"2D"	"5/2"	"5s2.5p2.(3P).4f"	"2F*"	"7/2"		""	"L11502"	
Xe	1	"337.034"	"1h"	""		"67067.547"	"96729.49"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).10f"	"2[5/2]"	"3"		""	"L4739"	
Xe	3	"337.065"	"9"	""		"148370.13"	"178029.33"	"5s2.5p3.(2D*).5d"	"3P*"	"2"	"5s2.5p3.(2P*).6p"	"3P"	"1"		""	"L10579"	
Xe	2	"337.392"	"2h"	""		"109563.14"	"139193.80"	"5s2.5p4.(1D<2>).6s"	"2[2]"	"5/2"	"5s2.5p4.(3P<2>).7p"	"2[1]*"	"3/2"		""	"L6925"	
Xe	2	"337.516"	"3h"	""		"109563.14"	"139182.58"	"5s2.5p4.(1D<2>).6s"	"2[2]"	"5/2"	"5s2.5p4.(3P<2>).4f"	"2[3]*"	"5/2"		""	"L6925"	
Xe	3	"337.698"	"3"	""		"166374.06"	"195977.67"	"5s2.5p3.(4S*).4f"	"5F"	"3"	"5s2.5p3.(2D*).6d"	"3F*"	"2"		""	"L10579"	
Xe	3	"337.903"	"9"	""		"148370.13"	"177955.93"	"5s2.5p3.(2D*).5d"	"3P*"	"2"	"5s2.5p3.(2P*).6p"	"3D"	"2"		""	"L10579"	
Xe	4	"338.009"	"10"	""		"186048.6"	"215625.5"	"5s2.5p2.(1D).6s"	"2D"	"5/2"	"5s2.5p2.(1D).6p"	"2F*"	"5/2"		""	"L11502"	
Xe	2	"338.134"	"1h^"	""		"109563.14"	"139128.78"	"5s2.5p4.(1D<2>).6s"	"2[2]"	"5/2"	"5s2.5p4.(3P<2>).7p"	"2[2]*"	"5/2"		""	"L6925"	
Xe	3	"338.164"	"4"	""		"166699.11"	"196261.50"	"5s2.5p3.(2D*).6p"	"3D"	"3"	"5s2.5p3.(2D*).6d"	"3G*"	"3"		""	"L10579"	
Xe	1	"338.320"	"1"	""		"67067.547"	"96616.90"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).13p"	"2[3/2]"	"2"		""	"L4739"	
Xe	3	"338.392"	"10*"	""		"148412.84"	"177955.93"	"5s2.5p3.(2D*).5d"	"1F*"	"3"	"5s2.5p3.(2P*).6p"	"3D"	"2"		""	"L10579"	
Xe	3	"338.392"	"10*"	""		"167066.32"	"196608.91"	"5s2.5p3.(2D*).6p"	"3P"	"2"	"5s2.5p3.(2D*).6d"	"3F*"	"3"		""	"L10579"	
Xe	3	"338.410"	"12bl"	""		"117240.08"	"146781.48"	"5s2.5p3.(4S*).5d"	"3D*"	"2"	"5s2.5p3.(4S*).6p"	"5P"	"1"		""	"L10579"	
Xe	2	"338.413"	"40h"	""		"90873.83"	"120414.87"	"5s.5p6"	"2S"	"1/2"	"5s2.5p4.(3P<0>).6p"	"2[1]*"	"1/2"		""	"L6925"	
Xe	1	"338.436"	"1"	""		"67067.547"	"96606.77"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).13p"	"2[5/2]"	"3"		""	"L4739"	
Xe	3	"338.623"	"4"	""		"171989.82"	"201512.20"	"5s2.5p3.(2D*).6p"	"1D"	"2"	"5s2.5p3.(2D*).6d"	"3D*"	"2"		""	"L10579"	
Xe	2	"338.630"	"2h"	""		"116783.09"	"146305.54"	"5s2.5p4.(3P<2>).6p"	"2[1]*"	"3/2"	"5s2.5p4.(3P<1>).6d"	"2[2]"	"5/2"		""	"L6925"	
Xe	4	"338.675"	"14"	""		"167206.4"	"196724.9"	"5s2.5p2.(3P).6s"	"2P"	"1/2"	"5s2.5p2.(3P).6p"	"2D*"	"3/2"		""	"L11502"	
Xe	2	"338.805"	"2"	""		"95064.38"	"124571.09"	"5s2.5p4.(3P<2>).6s"	"2[2]"	"3/2"	"5s2.5p4.(3P<1>).6p"	"2[1]*"	"1/2"		""	"L6925"	
Xe	3	"339.064"	"10"	""		"158928.10"	"188412.56"	"5s2.5p3.(2P*).6s"	"3P*"	"2"	"5s2.5p3.(2D*).4f"	"3P"	"2"		""	"L10579"	
Xe	3	"339.258"	"3"	""		"162957.50"	"192425.21"	"5s2.5p3.(2P*).5d"	"1F*"	"3"	"5s2.5p3.(2D*).4f"	"1G"	"4"		""	"L10579"	
Xe	4	"339.478"	"6"	""		"167206.4"	"196654.7"	"5s2.5p2.(3P).6s"	"2P"	"1/2"	"5s2.5p2.(3P).4f"	"4D*"	"1/2"		""	"L11502"	
Xe	2	"339.550"	"3"	""		"109563.14"	"139005.27"	"5s2.5p4.(1D<2>).6s"	"2[2]"	"5/2"	"5s2.5p4.(3P<2>).4f"	"2[3]*"	"7/2"		""	"L6925"	
Xe	3	"339.553"	"2bl"	""		"166699.11"	"196140.93"	"5s2.5p3.(2D*).6p"	"3D"	"3"	"5s2.5p3.(2D*).7s"	"3D*"	"2"		""	"L10579"	
Xe	6	"339.73"	""	""		"375500"	"404930"	"5s2.7p"	"2P*"	"3/2"	"5s2.7d"	"2D"	"5/2"		""	"L7281"	
Xe	2	"339.937"	"1"	""		"102799.07"	"132207.76"	"5s2.5p4.(3P<1>).6s"	"2[1]"	"3/2"	"5s2.5p4.(1D<2>).6p"	"2[2]*"	"5/2"		""	"L6925"	
Xe	3	"339.987"	"7"	""		"159388.18"	"188792.52"	"5s2.5p3.(2P*).6s"	"1P*"	"1"	"5s2.5p3.(2D*).4f"	"3D"	"1"		""	"L10579"	
Xe	1	"340.007"	"2"	""		"67067.547"	"96469.73"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).9f"	"2[5/2]"	"3"		""	"L4739"	
Xe	1	"340.079"	"1-"	""		"67067.547"	"96463.27"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).9f"	"2[3/2]"	"2"		""	"L4739"	
Xe	3	"340.391"	"8"	""		"154639.37"	"184009.10"	"5s2.5p3.(2D*).5d"	"3P*"	"1"	"5s2.5p3.(2P*).6p"	"1D"	"2"		""	"L10579"	
Xe	2	"341.258"	"1H-"	""		"124289.45"	"153584.09"	"5s2.5p4.(3P<1>).6p"	"2[1]*"	"3/2"	"5s2.5p4.(1D<2>).6d"	"2[1]"	"3/2"		""	"L6925"	
Xe	2	"341.320"	"6H"	""		"119085.49"	"148375.10"	"5s2.5p4.(1D<2>).5d"	"2[3]"	"5/2"	"5s2.5p4.(3P<1>).4f"	"2[2]*"	"3/2"		""	"L6925"	
Xe	3	"341.454"	"2"	""		"166699.11"	"195977.67"	"5s2.5p3.(2D*).6p"	"3D"	"3"	"5s2.5p3.(2D*).6d"	"3F*"	"2"		""	"L10579"	
Xe	2	"341.704"	"1-"	""		"113672.89"	"142929.90"	"5s2.5p4.(3P<2>).6p"	"2[1]*"	"1/2"	"5s2.5p4.(3P<1>).7s"	"2[1]"	"1/2"		""	"L6925"	
Xe	1	"341.837"	"2"	""		"67067.547"	"96312.89"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).12p"	"2[3/2]"	"2"		""	"L4739"	
Xe	1	"342.000"	"2"	""		"67067.547"	"96298.95"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).12p"	"2[5/2]"	"3"		""	"L4739"	
Xe	2	"342.073"	"40"	""		"95064.38"	"124289.45"	"5s2.5p4.(3P<2>).6s"	"2[2]"	"3/2"	"5s2.5p4.(3P<1>).6p"	"2[1]*"	"3/2"		""	"L6925"	
Xe	4	"342.642"	"5"	""		"160665.1"	"189842.1"	"5s2.5p2.(1D).5d"	"2G"	"7/2"	"5s2.5p2.(3P).4f"	"2G*"	"7/2"		""	"L11502"	
