element	sp_num	obs_wl_vac(nm)	intens	Aki(s^-1)	Acc	Ei(cm-1)	Ek(cm-1)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
Kr	6	"76.672"	"6"	""		"222122."	"352547."	"4s2.4d"	"2D"	"3/2"	"4s.4p.(3P*).4d"	"2F*"	"5/2"		""	"L7277"	
Kr	5	"76.735"	"8"	""		"163387.17"	"293705."	"4s.4p3"	"1D*"	"2"	"4s2.4p.5p"	"3S"	"1"		""	"L9919"	
Kr	5	"76.769"	"4d"	""		"148668.41"	"278928."	"4s.4p3"	"3P*"	"2"	"4s2.4p.5p"	"3D"	"1"		""	"L9919"	
Kr	3	"76.8132"	"1"	""		"33079.6"	"163268.92"	"4s2.4p4"	"1S"	"0"	"4s2.4p3.(2D*).5s"	"3D*"	"1"		""	"L353"	
Kr	4	"76.9006"	"9"	""		"33405.6"	"163445.1"	"4s2.4p3"	"2P*"	"3/2"	"4s2.4p2.(3P).4d"	"2P"	"3/2"		""	"L6153"	
Kr	2	"77.1027"	"15"	""		"0.00"	"129697.19"	"4s2.4p5"	"2P*"	"3/2"	"4s2.4p4.(3P).4d"	"4F"	"5/2"		""	"L353"	
Kr	5	"77.125"	"10w"	""		"0.0"	"129658.16"	"4s2.4p2"	"3P"	"0"	"4s.4p3"	"3D*"	"1"		""	"L10324"	
Kr	4	"77.1560"	"10"	""		"17037.6"	"146644.7"	"4s2.4p3"	"2D*"	"3/2"	"4s.4p4"	"2D"	"5/2"		""	"L6153"	
Kr	2	"77.2112"	"6"	""		"0.00"	"129515.08"	"4s2.4p5"	"2P*"	"3/2"	"4s2.4p4.4d"	""	"1/2"		""	"L353"	
Kr	2	"77.3688"	"12bl"	""		"5370.10"	"134621.41"	"4s2.4p5"	"2P*"	"1/2"	"4s2.4p4.4d"	""	"3/2"		""	"L353"	
Kr	7	"77.3771"	"9"	""		"350416.8"	"479655."	"4s.4d"	"3D"	"2"	"4p.4d"	"3F*"	"3"		""	"L9313"	
Kr	5	"77.553"	"6"	""		"19722.93"	"148668.41"	"4s2.4p2"	"1D"	"2"	"4s.4p3"	"3P*"	"2"		""	"L10324"	
Kr	4	"77.6795"	"12"	""		"17037.6"	"145772.8"	"4s2.4p3"	"2D*"	"3/2"	"4s.4p4"	"2D"	"3/2"		""	"L6153"	
Kr	5	"77.782"	"3"	""		"19722.93"	"148286.78"	"4s2.4p2"	"1D"	"2"	"4s.4p3"	"3P*"	"1"		""	"L10324"	
Kr	7	"77.7955"	"7"	""		"351116.2"	"479655."	"4s.4d"	"3D"	"3"	"4p.4d"	"3F*"	"3"		""	"L9313"	
Kr	6	"78.092"	"5"	""		"275380."	"403436."	"4s2.5s"	"2S"	"1/2"	"4s.4p.(3P*).5s"	"2P*"	"1/2"		""	"L7277"	
Kr	4	"78.1592"	"12"	""		"18700.3"	"146644.7"	"4s2.4p3"	"2D*"	"5/2"	"4s.4p4"	"2D"	"5/2"		""	"L6153"	
Kr	2	"78.2096"	"15"	""		"0.00"	"127861.51"	"4s2.4p5"	"2P*"	"3/2"	"4s2.4p4.(1D).5s"	"2D"	"5/2"		""	"L353"	
Kr	4	"78.216"	"4"	""		"118761.5"	"246612.9"	"4s.4p4"	"4P"	"5/2"	"4s2.4p2.(3P).5p"	"4S*"	"3/2"		""	"L7257"	
Kr	2	"78.3724"	"12"	""		"5370.10"	"132965.52"	"4s2.4p5"	"2P*"	"1/2"	"4s2.4p4.4d"	""	"3/2"		""	"L353"	
Kr	3	"78.5968"	"12"	""		"14644.3"	"141876.16"	"4s2.4p4"	"1D"	"2"	"4s.4p5"	"1P*"	"1"		""	"L353"	
Kr	4	"78.6957"	"8"	""		"18700.3"	"145772.8"	"4s2.4p3"	"2D*"	"5/2"	"4s.4p4"	"2D"	"3/2"		""	"L6153"	
Kr	4	"78.877"	"7"	""		"122426.5"	"249206.2"	"4s.4p4"	"4P"	"3/2"	"4s2.4p2.(3P).5p"	"2D*"	"5/2"		""	"L7257"	
Kr	5	"79.343"	"10w"	""		"3742.86"	"129779.27"	"4s2.4p2"	"3P"	"1"	"4s.4p3"	"3D*"	"2"		""	"L10324"	
Kr	2	"79.3617"	"7"	""		"5370.10"	"131375.45"	"4s2.4p5"	"2P*"	"1/2"	"4s2.4p4.(3P).4d"	"2P"	"3/2"		""	"L353"	
Kr	4	"79.4"	"BF"	""		"124109.7"	"250173.8"	"4s.4p4"	"4P"	"1/2"	"4s2.4p2.(3P).5p"	"2P*"	"3/2"		""	"L3945"	
Kr	5	"79.419"	"10w"	""		"3742.86"	"129658.16"	"4s2.4p2"	"3P"	"1"	"4s.4p3"	"3D*"	"1"		""	"L10324"	
Kr	4	"79.552"	"12"	""		"118761.5"	"244465.9"	"4s.4p4"	"4P"	"5/2"	"4s2.4p2.(3P).5p"	"4P*"	"5/2"		""	"L7257"	
Kr	2	"79.6668"	"6bl"	""		"5370.10"	"130893.45"	"4s2.4p5"	"2P*"	"1/2"	"4s2.4p4.(3P).4d"	"4P"	"1/2"		""	"L353"	
Kr	2	"79.9087"	"9"	""		"5370.10"	"130512.73"	"4s2.4p5"	"2P*"	"1/2"	"4s2.4p4.(3P).4d"	"4F"	"3/2"		""	"L353"	
Kr	4	"79.912"	"10"	""		"118761.5"	"243898.8"	"4s.4p4"	"4P"	"5/2"	"4s2.4p2.(3P).5p"	"2D*"	"3/2"		""	"L7257"	
Kr	6	"79.971"	"4P"	""		"180339."	"305385."	"4s.4p2"	"2P"	"1/2"	"4p3"	"2P*"	"3/2"		""	"L7277"	
Kr	4	"80.525"	"10"	""		"122426.5"	"246612.9"	"4s.4p4"	"4P"	"3/2"	"4s2.4p2.(3P).5p"	"4S*"	"3/2"		""	"L7257"	
Kr	2	"80.5507"	"6"	""		"5370.10"	"129515.08"	"4s2.4p5"	"2P*"	"1/2"	"4s2.4p4.4d"	""	"1/2"		""	"L353"	
Kr	4	"80.5743"	"12"	""		"0.0"	"124109.7"	"4s2.4p3"	"4S*"	"3/2"	"4s.4p4"	"4P"	"1/2"		""	"L6153"	
Kr	3	"80.752"	"2"	""		"14644.3"	"138480.60"	"4s2.4p4"	"1D"	"2"	"4s2.4p3.(4S*).4d"	"5D*"	"2"		""	"L7284"	
Kr	3	"80.7583"	"2"	""		"14644.3"	"138470.97"	"4s2.4p4"	"1D"	"2"	"4s2.4p3.(4S*).4d"	"5D*"	"1"		""	"L353"	
Kr	5	"81.023"	"10w"	""		"7595.34"	"131016.42"	"4s2.4p2"	"3P"	"2"	"4s.4p3"	"3D*"	"3"		""	"L10324"	
Kr	6	"81.065"	"20w"	""		"180339."	"303697."	"4s.4p2"	"2P"	"1/2"	"4p3"	"2P*"	"1/2"		""	"L7277"	
Kr	4	"81.274"	"10"	""		"118761.5"	"241802.6"	"4s.4p4"	"4P"	"5/2"	"4s2.4p2.(3P).5p"	"4P*"	"3/2"		""	"L7257"	
Kr	5	"81.562"	"2"	""		"185063.54"	"307667."	"4s.4p3"	"3S*"	"1"	"4s2.4p.5p"	"1S"	"0"		""	"L9919"	
Kr	4	"81.631"	"10"	""		"124109.7"	"246612.9"	"4s.4p4"	"4P"	"1/2"	"4s2.4p2.(3P).5p"	"4S*"	"3/2"		""	"L7257"	
Kr	4	"81.6816"	"15"	""		"0.0"	"122426.5"	"4s2.4p3"	"4S*"	"3/2"	"4s.4p4"	"4P"	"3/2"		""	"L6153"	
Kr	2	"81.8149"	"12"	""		"5370.10"	"127597.49"	"4s2.4p5"	"2P*"	"1/2"	"4s2.4p4.(1D).5s"	"2D"	"3/2"		""	"L353"	
Kr	5	"81.843"	"9"	""		"7595.34"	"129779.27"	"4s2.4p2"	"3P"	"2"	"4s.4p3"	"3D*"	"2"		""	"L10324"	
Kr	5	"81.925"	"10"	""		"7595.34"	"129658.16"	"4s2.4p2"	"3P"	"2"	"4s.4p3"	"3D*"	"1"		""	"L10324"	
Kr	4	"81.941"	"7"	""		"122426.5"	"244465.9"	"4s.4p4"	"4P"	"3/2"	"4s2.4p2.(3P).5p"	"4P*"	"5/2"		""	"L7257"	
Kr	2	"82.1154"	"9"	""		"0.00"	"121779.54"	"4s2.4p5"	"2P*"	"3/2"	"4s2.4p4.(3P).4d"	"4D"	"1/2"		""	"L353"	
Kr	6	"82.2573"	"20w"	""		"183817."	"305385."	"4s.4p2"	"2P"	"3/2"	"4p3"	"2P*"	"3/2"		""	"L7277"	
Kr	4	"82.323"	"6"	""		"122426.5"	"243898.8"	"4s.4p4"	"4P"	"3/2"	"4s2.4p2.(3P).5p"	"2D*"	"3/2"		""	"L7257"	
Kr	6	"82.384"	"3"	""		"222122."	"343505."	"4s2.4d"	"2D"	"3/2"	"4s.4p.(3P*).4d"	"2D*"	"5/2"		""	"L7277"	
Kr	4	"82.549"	"6"	""		"122426.5"	"243567.2"	"4s.4p4"	"4P"	"3/2"	"4s2.4p2.(3P).5p"	"4P*"	"1/2"		""	"L7257"	
Kr	6	"82.598"	"5"	""		"222122."	"343190."	"4s2.4d"	"2D"	"3/2"	"4s.4p.(3P*).4d"	"2D*"	"3/2"		""	"L7277"	
Kr	2	"82.6434"	"10"	""		"0.00"	"121002.149"	"4s2.4p5"	"2P*"	"3/2"	"4s2.4p4.(3P).5s"	"2P"	"1/2"		""	"L353"	
Kr	6	"83.011"	"7"	""		"223040."	"343505."	"4s2.4d"	"2D"	"5/2"	"4s.4p.(3P*).4d"	"2D*"	"5/2"		""	"L7277"	
Kr	2	"83.0375"	"12"	""		"0.00"	"120426.93"	"4s2.4p5"	"2P*"	"3/2"	"4s2.4p4.(3P).4d"	"4D"	"5/2"		""	"L353"	
Kr	7	"83.2680"	"15"	""		"0.0"	"120094.8"	"4s2"	"1S"	"0"	"4s.4p"	"3P*"	"1"		""	"L9313"	
Kr	6	"83.417"	"12"	""		"183817."	"303697."	"4s.4p2"	"2P"	"3/2"	"4p3"	"2P*"	"1/2"		""	"L11388"	
Kr	4	"83.676"	"6"	""		"118761.5"	"238269.4"	"4s.4p4"	"4P"	"5/2"	"4s2.4p2.(3P).5p"	"4D*"	"3/2"		""	"L7257"	
Kr	3	"83.7662"	"10"	""		"0.0"	"119380.23"	"4s2.4p4"	"3P"	"2"	"4s.4p5"	"3P*"	"1"		""	"L353"	
Kr	4	"84.174"	"9"	""		"146644.7"	"265447.4"	"4s.4p4"	"2D"	"5/2"	"4s2.4p2.(1D).5p"	"2P*"	"3/2"		""	"L7257"	
Kr	4	"84.2030"	"18"	""		"0.0"	"118761.5"	"4s2.4p3"	"4S*"	"3/2"	"4s.4p4"	"4P"	"5/2"		""	"L6153"	
Kr	2	"84.4064"	"12"	""		"0.00"	"118474.359"	"4s2.4p5"	"2P*"	"3/2"	"4s2.4p4.(3P).5s"	"2P"	"3/2"		""	"L353"	
Kr	1	"84.7646"	""	""		"0.0000"	"117973.8"	"4s2.4p6"	"1S"	"0"	"4s2.4p5.(2P*<1/2>).20d"	"2[3/2]*"	"1"		""	"L4676"	
Kr	1	"84.7903"	""	""		"0.0000"	"117937.9"	"4s2.4p6"	"1S"	"0"	"4s2.4p5.(2P*<1/2>).19d"	"2[3/2]*"	"1"		""	"L4676"	
Kr	1	"84.8173"	"5"	""		"0.0000"	"117900.5"	"4s2.4p6"	"1S"	"0"	"4s2.4p5.(2P*<1/2>).20s"	"2[1/2]*"	"1"		""	"L4676"	
Kr	1	"84.8209"	""	""		"0.0000"	"117895.5"	"4s2.4p6"	"1S"	"0"	"4s2.4p5.(2P*<1/2>).18d"	"2[3/2]*"	"1"		""	"L4676"	
Kr	1	"84.8532"	"7"	""		"0.0000"	"117850.6"	"4s2.4p6"	"1S"	"0"	"4s2.4p5.(2P*<1/2>).19s"	"2[1/2]*"	"1"		""	"L4676"	
Kr	1	"84.8577"	""	""		"0.0000"	"117844.4"	"4s2.4p6"	"1S"	"0"	"4s2.4p5.(2P*<1/2>).17d"	"2[3/2]*"	"1"		""	"L4676"	
Kr	1	"84.8964"	"8"	""		"0.0000"	"117790.6"	"4s2.4p6"	"1S"	"0"	"4s2.4p5.(2P*<1/2>).18s"	"2[1/2]*"	"1"		""	"L4676"	
Kr	1	"84.9018"	""	""		"0.0000"	"117783.1"	"4s2.4p6"	"1S"	"0"	"4s2.4p5.(2P*<1/2>).16d"	"2[3/2]*"	"1"		""	"L4676"	
Kr	1	"84.9495"	"9"	""		"0.0000"	"117717.0"	"4s2.4p6"	"1S"	"0"	"4s2.4p5.(2P*<1/2>).17s"	"2[1/2]*"	"1"		""	"L4676"	
Kr	1	"84.9564"	""	""		"0.0000"	"117707.4"	"4s2.4p6"	"1S"	"0"	"4s2.4p5.(2P*<1/2>).15d"	"2[3/2]*"	"1"		""	"L4676"	
Kr	1	"85.0154"	"10"	""		"0.0000"	"117625.8"	"4s2.4p6"	"1S"	"0"	"4s2.4p5.(2P*<1/2>).16s"	"2[1/2]*"	"1"		""	"L4676"	
Kr	1	"85.0241"	""	""		"0.0000"	"117613.7"	"4s2.4p6"	"1S"	"0"	"4s2.4p5.(2P*<1/2>).14d"	"2[3/2]*"	"1"		""	"L4676"	
Kr	2	"85.0319"	"10"	""		"0.00"	"117603.016"	"4s2.4p5"	"2P*"	"3/2"	"4s2.4p4.(3P).5s"	"4P"	"1/2"		""	"L353"	
Kr	1	"85.0988"	"13"	""		"0.0000"	"117510.5"	"4s2.4p6"	"1S"	"0"	"4s2.4p5.(2P*<1/2>).15s"	"2[1/2]*"	"1"		""	"L4676"	
Kr	1	"85.1098"	""	""		"0.0000"	"117495.2"	"4s2.4p6"	"1S"	"0"	"4s2.4p5.(2P*<1/2>).13d"	"2[3/2]*"	"1"		""	"L4676"	
Kr	4	"85.188"	"4"	""		"145772.8"	"263160.1"	"4s.4p4"	"2D"	"3/2"	"4s2.4p2.(1D).5p"	"2P*"	"1/2"		""	"L7257"	
Kr	1	"85.2064"	"18"	""		"0.0000"	"117362.1"	"4s2.4p6"	"1S"	"0"	"4s2.4p5.(2P*<1/2>).14s"	"2[1/2]*"	"1"		""	"L4676"	
Kr	7	"85.2100"	"10"	""		"170835.0"	"288190.2"	"4s.4p"	"1P*"	"1"	"4p2"	"3P"	"2"		""	"L9313"	
Kr	1	"85.2208"	""	""		"0.0000"	"117342.3"	"4s2.4p6"	"1S"	"0"	"4s2.4p5.(2P*<1/2>).12d"	"2[3/2]*"	"1"		""	"L4676"	
Kr	1	"85.3486"	"20"	""		"0.0000"	"117166.6"	"4s2.4p6"	"1S"	"0"	"4s2.4p5.(2P*<1/2>).13s"	"2[1/2]*"	"1"		""	"L4676"	
Kr	1	"85.3676"	""	""		"0.0000"	"117140.5"	"4s2.4p6"	"1S"	"0"	"4s2.4p5.(2P*<1/2>).11d"	"2[3/2]*"	"1"		""	"L4676"	
Kr	3	"85.4733"	"25"	""		"4548.4"	"121542.96"	"4s2.4p4"	"3P"	"1"	"4s.4p5"	"3P*"	"0"		""	"L3262"	
Kr	1	"85.5424"	"24"	""		"0.0000"	"116901.1"	"4s2.4p6"	"1S"	"0"	"4s2.4p5.(2P*<1/2>).12s"	"2[1/2]*"	"1"		""	"L4676"	
Kr	1	"85.5687"	""	""		"0.0000"	"116865.1"	"4s2.4p6"	"1S"	"0"	"4s2.4p5.(2P*<1/2>).10d"	"2[3/2]*"	"1"		""	"L4676"	
Kr	1	"85.8157"	"27"	""		"0.0000"	"116528.8"	"4s2.4p6"	"1S"	"0"	"4s2.4p5.(2P*<1/2>).11s"	"2[1/2]*"	"1"		""	"L4676"	
Kr	1	"85.8534"	""	""		"0.0000"	"116477.6"	"4s2.4p6"	"1S"	"0"	"4s2.4p5.(2P*<1/2>).9d"	"2[3/2]*"	"1"		""	"L4676"	
Kr	2	"85.9037"	"10"	""		"5370.10"	"121779.54"	"4s2.4p5"	"2P*"	"1/2"	"4s2.4p4.(3P).4d"	"4D"	"1/2"		""	"L353"	
Kr	6	"85.965"	"3"	""		"222122."	"338447."	"4s2.4d"	"2D"	"3/2"	"4s.4p.(3P*).4d"	"4D*"	"5/2"		""	"L7277"	
Kr	1	"86.2198"	"35"	""		"0.0000"	"115982.6"	"4s2.4p6"	"1S"	"0"	"4s2.4p5.(2P*<1/2>).10s"	"2[1/2]*"	"1"		""	"L4676"	
Kr	3	"86.2582"	"12"	""		"0.0"	"115930.93"	"4s2.4p4"	"3P"	"2"	"4s.4p5"	"3P*"	"2"		""	"L353"	
Kr	1	"86.277"	""	""		"0.0000"	"115906."	"4s2.4p6"	"1S"	"0"	"4s2.4p5.(2P*<1/2>).8d"	"2[3/2]*"	"1"		""	"L4676"	
Kr	2	"86.4821"	"12"	""		"5370.10"	"121002.149"	"4s2.4p5"	"2P*"	"1/2"	"4s2.4p4.(3P).5s"	"2P"	"1/2"		""	"L353"	
Kr	4	"86.562"	"11"	""		"163445.1"	"278967.3"	"4s2.4p2.(3P).4d"	"2P"	"3/2"	"4s2.4p2.(1S).5p"	"2P*"	"3/2"		""	"L7257"	
Kr	1	"86.8543"	"44"	""		"0.0000"	"115135.4"	"4s2.4p6"	"1S"	"0"	"4s2.4p5.(2P*<1/2>).9s"	"2[1/2]*"	"1"		""	"L4676"	
Kr	2	"86.8871"	"12"	""		"0.00"	"115092.012"	"4s2.4p5"	"2P*"	"3/2"	"4s2.4p4.(3P).5s"	"4P"	"3/2"		""	"L353"	
Kr	6	"86.896"	"9"	""		"223040."	"338119."	"4s2.4d"	"2D"	"5/2"	"4s.4p.(3P*).4d"	"4D*"	"7/2"		""	"L7277"	
Kr	1	"86.942"	""	""		"0.0000"	"115019."	"4s2.4p6"	"1S"	"0"	"4s2.4p5.(2P*<1/2>).7d"	"2[3/2]*"	"1"		""	"L4676"	
Kr	3	"87.0842"	"8"	""		"4548.4"	"119380.23"	"4s2.4p4"	"3P"	"1"	"4s.4p5"	"3P*"	"1"		""	"L353"	
Kr	4	"87.1718"	"10"	""		"31056.4"	"145772.8"	"4s2.4p3"	"2P*"	"1/2"	"4s.4p4"	"2D"	"3/2"		""	"L6153"	
Kr	3	"87.6676"	"10"	""		"5312.9"	"119380.23"	"4s2.4p4"	"3P"	"0"	"4s.4p5"	"3P*"	"1"		""	"L353"	
Kr	7	"87.923"	"6"	""		"379488.3"	"493219."	"4s.4d"	"1D"	"2"	"4s.5p"	"3P*"	"1"		""	"L11805"	
Kr	1	"87.9388"	"46"	""		"0.0000"	"113715.4"	"4s2.4p6"	"1S"	"0"	"4s2.4p5.(2P*<1/2>).8s"	"2[1/2]*"	"1"		""	"L4676"	
Kr	5	"88.008"	"9"	""		"194041.06"	"307667."	"4s.4p3"	"1P*"	"1"	"4s2.4p.5p"	"1S"	"0"		""	"L9919"	
Kr	1	"88.082"	""	""		"0.0000"	"113530."	"4s2.4p6"	"1S"	"0"	"4s2.4p5.(2P*<1/2>).6d"	"2[3/2]*"	"1"		""	"L4676"	
Kr	4	"88.3061"	"12p"	""		"33405.6"	"146644.7"	"4s2.4p3"	"2P*"	"3/2"	"4s.4p4"	"2D"	"5/2"		""	"L6153"	
Kr	2	"88.4141"	"15"	""		"5370.10"	"118474.359"	"4s2.4p5"	"2P*"	"1/2"	"4s2.4p4.(3P).5s"	"2P"	"3/2"		""	"L353"	
Kr	4	"88.503"	"4"	""		"145772.8"	"258763.2"	"4s.4p4"	"2D"	"3/2"	"4s2.4p2.(1D).5p"	"2D*"	"5/2"		""	"L7257"	
Kr	2	"88.6300"	"20"	""		"0.00"	"112828.27"	"4s2.4p5"	"2P*"	"3/2"	"4s2.4p4.(3P).5s"	"4P"	"5/2"		""	"L353"	
Kr	1	"88.8058"	"14"	""		"0.0000"	"112605.2"	"4s2.4p6"	"1S"	"0"	"4s2.4p5.(2P*<3/2>).20d"	"2[3/2]*"	"1"		""	"L4676"	
Kr	1	"88.8134"	"1"	""		"0.0000"	"112595.4"	"4s2.4p6"	"1S"	"0"	"4s2.4p5.(2P*<3/2>).20d"	"2[1/2]*"	"1"		""	"L4676"	
Kr	4	"88.824"	"11"	""		"145772.8"	"258355.4"	"4s.4p4"	"2D"	"3/2"	"4s2.4p2.(1D).5p"	"2D*"	"3/2"		""	"L7257"	
Kr	1	"88.8339"	"15"	""		"0.0000"	"112569.7"	"4s2.4p6"	"1S"	"0"	"4s2.4p5.(2P*<3/2>).19d"	"2[3/2]*"	"1"		""	"L4676"	
Kr	1	"88.8428"	"2"	""		"0.0000"	"112558.5"	"4s2.4p6"	"1S"	"0"	"4s2.4p5.(2P*<3/2>).19d"	"2[1/2]*"	"1"		""	"L4676"	
Kr	1	"88.8642"	"10"	""		"0.0000"	"112531.2"	"4s2.4p6"	"1S"	"0"	"4s2.4p5.(2P*<3/2>).20s"	"2[3/2]*"	"1"		""	"L4676"	
Kr	1	"88.8672"	"15"	""		"0.0000"	"112527.5"	"4s2.4p6"	"1S"	"0"	"4s2.4p5.(2P*<3/2>).18d"	"2[3/2]*"	"1"		""	"L4676"	
Kr	1	"88.8777"	"2"	""		"0.0000"	"112513.9"	"4s2.4p6"	"1S"	"0"	"4s2.4p5.(2P*<3/2>).18d"	"2[1/2]*"	"1"		""	"L4676"	
Kr	1	"88.9034"	"13"	""		"0.0000"	"112481.6"	"4s2.4p6"	"1S"	"0"	"4s2.4p5.(2P*<3/2>).19s"	"2[3/2]*"	"1"		""	"L4676"	
Kr	1	"88.9069"	"15"	""		"0.0000"	"112477.2"	"4s2.4p6"	"1S"	"0"	"4s2.4p5.(2P*<3/2>).17d"	"2[3/2]*"	"1"		""	"L4676"	
Kr	1	"88.9198"	"3"	""		"0.0000"	"112460.9"	"4s2.4p6"	"1S"	"0"	"4s2.4p5.(2P*<3/2>).17d"	"2[1/2]*"	"1"		""	"L4676"	
Kr	1	"88.9508"	"12"	""		"0.0000"	"112421.7"	"4s2.4p6"	"1S"	"0"	"4s2.4p5.(2P*<3/2>).18s"	"2[3/2]*"	"1"		""	"L4676"	
Kr	1	"88.9550"	"16"	""		"0.0000"	"112416.4"	"4s2.4p6"	"1S"	"0"	"4s2.4p5.(2P*<3/2>).16d"	"2[3/2]*"	"1"		""	"L4676"	
Kr	4	"88.966"	"5"	""		"122426.5"	"234827.9"	"4s.4p4"	"4P"	"3/2"	"4s2.4p2.(3P).5p"	"2S*"	"1/2"		""	"L7257"	
Kr	1	"88.9707"	"3"	""		"0.0000"	"112396.4"	"4s2.4p6"	"1S"	"0"	"4s2.4p5.(2P*<3/2>).16d"	"2[1/2]*"	"1"		""	"L4676"	
Kr	4	"88.9938"	"9"	""		"33405.6"	"145772.8"	"4s2.4p3"	"2P*"	"3/2"	"4s.4p4"	"2D"	"3/2"		""	"L6153"	
Kr	1	"89.0089"	"14"	""		"0.0000"	"112348.3"	"4s2.4p6"	"1S"	"0"	"4s2.4p5.(2P*<3/2>).17s"	"2[3/2]*"	"1"		""	"L4676"	
Kr	1	"89.0139"	"16"	""		"0.0000"	"112342.0"	"4s2.4p6"	"1S"	"0"	"4s2.4p5.(2P*<3/2>).15d"	"2[3/2]*"	"1"		""	"L4676"	
Kr	1	"89.0333"	"4"	""		"0.0000"	"112317.4"	"4s2.4p6"	"1S"	"0"	"4s2.4p5.(2P*<3/2>).15d"	"2[1/2]*"	"1"		""	"L4676"	
Kr	1	"89.0811"	"14"	""		"0.0000"	"112257.3"	"4s2.4p6"	"1S"	"0"	"4s2.4p5.(2P*<3/2>).16s"	"2[3/2]*"	"1"		""	"L4676"	
Kr	1	"89.0871"	"18"	""		"0.0000"	"112249.7"	"4s2.4p6"	"1S"	"0"	"4s2.4p5.(2P*<3/2>).14d"	"2[3/2]*"	"1"		""	"L4676"	
Kr	2	"89.1006"	"18"	""		"5370.10"	"117603.016"	"4s2.4p5"	"2P*"	"1/2"	"4s2.4p4.(3P).5s"	"4P"	"1/2"		""	"L353"	
Kr	1	"89.1115"	"7"	""		"0.0000"	"112219.0"	"4s2.4p6"	"1S"	"0"	"4s2.4p5.(2P*<3/2>).14d"	"2[1/2]*"	"1"		""	"L4676"	
Kr	1	"89.1723"	"16"	""		"0.0000"	"112142.4"	"4s2.4p6"	"1S"	"0"	"4s2.4p5.(2P*<3/2>).15s"	"2[3/2]*"	"1"		""	"L4676"	
Kr	1	"89.1797"	"18"	""		"0.0000"	"112133.2"	"4s2.4p6"	"1S"	"0"	"4s2.4p5.(2P*<3/2>).13d"	"2[3/2]*"	"1"		""	"L4676"	
Kr	4	"89.192"	"11"	""		"146644.7"	"258763.2"	"4s.4p4"	"2D"	"5/2"	"4s2.4p2.(1D).5p"	"2D*"	"5/2"		""	"L7257"	
Kr	1	"89.2108"	"6"	""		"0.0000"	"112093.8"	"4s2.4p6"	"1S"	"0"	"4s2.4p5.(2P*<3/2>).13d"	"2[1/2]*"	"1"		""	"L4676"	
Kr	1	"89.2901"	"17"	""		"0.0000"	"111994.5"	"4s2.4p6"	"1S"	"0"	"4s2.4p5.(2P*<3/2>).14s"	"2[3/2]*"	"1"		""	"L4676"	
Kr	1	"89.2990"	"18"	""		"0.0000"	"111983.3"	"4s2.4p6"	"1S"	"0"	"4s2.4p5.(2P*<3/2>).12d"	"2[3/2]*"	"1"		""	"L4676"	
Kr	1	"89.3397"	"6"	""		"0.0000"	"111931.9"	"4s2.4p6"	"1S"	"0"	"4s2.4p5.(2P*<3/2>).12d"	"2[1/2]*"	"1"		""	"L4676"	
Kr	4	"89.394"	"5"	""		"146644.7"	"258509.6"	"4s.4p4"	"2D"	"5/2"	"4s2.4p2.(1D).5p"	"2F*"	"7/2"		""	"L7257"	
Kr	1	"89.4455"	"21"	""		"0.0000"	"111799.9"	"4s2.4p6"	"1S"	"0"	"4s2.4p5.(2P*<3/2>).13s"	"2[3/2]*"	"1"		""	"L4676"	
Kr	1	"89.4565"	"20"	""		"0.0000"	"111786.1"	"4s2.4p6"	"1S"	"0"	"4s2.4p5.(2P*<3/2>).11d"	"2[3/2]*"	"1"		""	"L4676"	
Kr	1	"89.5108"	"11"	""		"0.0000"	"111718.16"	"4s2.4p6"	"1S"	"0"	"4s2.4p5.(2P*<3/2>).11d"	"2[1/2]*"	"1"		""	"L4676"	
Kr	1	"89.6568"	"21"	""		"0.0000"	"111536.63"	"4s2.4p6"	"1S"	"0"	"4s2.4p5.(2P*<3/2>).12s"	"2[3/2]*"	"1"		""	"L4676"	
Kr	1	"89.6698"	"21"	""		"0.0000"	"111520.2"	"4s2.4p6"	"1S"	"0"	"4s2.4p5.(2P*<3/2>).10d"	"2[3/2]*"	"1"		""	"L4676"	
Kr	1	"89.7435"	"13"	""		"0.0000"	"111428.57"	"4s2.4p6"	"1S"	"0"	"4s2.4p5.(2P*<3/2>).10d"	"2[1/2]*"	"1"		""	"L4676"	
Kr	3	"89.7806"	"15"	""		"4548.4"	"115930.93"	"4s2.4p4"	"3P"	"1"	"4s.4p5"	"3P*"	"2"		""	"L353"	
Kr	5	"89.853"	"6"	""		"19722.93"	"131016.42"	"4s2.4p2"	"1D"	"2"	"4s.4p3"	"3D*"	"3"		""	"L10324"	
Kr	6	"89.934"	"11"	""		"0."	"111193."	"4s2.4p"	"2P*"	"1/2"	"4s.4p2"	"4P"	"3/2"		""	"L7277"	
Kr	1	"89.9515"	"24"	""		"0.0000"	"111170.83"	"4s2.4p6"	"1S"	"0"	"4s2.4p5.(2P*<3/2>).11s"	"2[3/2]*"	"1"		""	"L4676"	
Kr	1	"89.9651"	"24"	""		"0.0000"	"111154.3"	"4s2.4p6"	"1S"	"0"	"4s2.4p5.(2P*<3/2>).9d"	"2[3/2]*"	"1"		""	"L4676"	
Kr	1	"90.0313"	"20"	""		"0.0000"	"111072.5"	"4s2.4p6"	"1S"	"0"	"4s2.4p5.(2P*<1/2>).7s"	"2[1/2]*"	"1"		""	"L4676"	
