element	sp_num	obs_wl_vac(nm)	intens	Aki(s^-1)	Acc	Ei(cm-1)	Ek(cm-1)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
Ar	17	"0.3137"	"0"	""		"0.0"	"(31966417)"	"1s2"	"1S"	"0"	"1s.5p"	"1P*"	"1"		""	"L1845"	
Ar	17	"0.3198"	"13"	""		"0.0"	"(31252834)"	"1s2"	"1S"	"0"	"1s.4p"	"1P*"	"1"		""	"L1845"	
Ar	17	"0.3362"	"19"	""		"0.0"	"(29712252)"	"1s2"	"1S"	"0"	"1s.3p"	"1P*"	"1"		""	"L1845"	
Ar	18	"0.3731105"	"13"	"6.5502e+13"	AA	"0.0"	"(26801748.387)"	"1s"	"2S"	"1/2"	"2p"	"2P*"	"3/2"		"T7771"	"L7290"	
Ar	18	"0.3736522"	"7"	"6.5898e+13"	AA	"0.0"	"(26762905.40)"	"1s"	"2S"	"1/2"	"2p"	"2P*"	"1/2"		"T7771"	"L7290"	
Ar	17	"0.3949065"	"100"	""		"0.0"	"(25322439.9)"	"1s2"	"1S"	"0"	"1s.2p"	"1P*"	"1"		""	"L12339"	
Ar	16	"0.396184"	""	""		"257023"	"(25498300)"	"1s2.2p"	"2P*"	"1/2"	"1s.2p2"	"2S"	"1/2"		""	"L22456,L11906,L4681c164,L9846c164"	
Ar	17	"0.3963"	"55"	""		"0.0"	"(25193006.1)"	"1s2"	"1S"	"0"	"1s.2p"	"3P*"	"1"		""	"L1845"	
Ar	16	"0.396580"	""	""		"282598.2"	"(25498300)"	"1s2.2p"	"2P*"	"3/2"	"1s.2p2"	"2S"	"1/2"		""	"L22456,L11906,L11939c164,L4681c164,L7279c164,L6542c164,L9846c164"	
Ar	16	"0.396829"	"g"	""		"0.0"	"(25203250)"	"1s2.2s"	"2S"	"1/2"	"1s.(2S).2s.2p.(1P*)"	"2P*"	"3/2"		""	"L22456,L4681c164,L11906,L11185,L9846c164"	
Ar	16	"0.396873"	"g"	""		"0.0"	"(25197840)"	"1s2.2s"	"2S"	"1/2"	"1s.(2S).2s.2p.(1P*)"	"2P*"	"1/2"		""	"L22456,L11906,L11185,L9846c164"	
Ar	16	"0.3981321"	"g"	""		"0.0"	"25117278"	"1s2.2s"	"2S"	"1/2"	"1s.(2S).2s.2p.(3P*)"	"2P*"	"3/2"		""	"L22456,L21430,L18507,L11939c164,L11906,L9865"	
Ar	16	"0.3983465"	"g"	""		"0.0"	"25103768"	"1s2.2s"	"2S"	"1/2"	"1s.(2S).2s.2p.(3P*)"	"2P*"	"1/2"		""	"L22456,L21430,L18507,L11939c164,L11906,L9865"	
Ar	16	"0.398570"	""	""		"282598.2"	"(25372157)"	"1s2.2p"	"2P*"	"3/2"	"1s.2p2"	"2P"	"3/2"		""	"L22456,L11906,L7279c164,L11185,L6542c164,L4681c164,L9846c164"	
Ar	16	"0.398584"	""	""		"257023"	"(25346484)"	"1s2.2p"	"2P*"	"1/2"	"1s.2p2"	"2P"	"1/2"		""	"L22456,L7279c164,L11185,L6542c164,L4681c164,L9846c164"	
Ar	16	"0.398995"	""	""		"257023"	"(25319610)"	"1s2.2p"	"2P*"	"1/2"	"1s.2p2"	"2D"	"3/2"		""	"L22456,L11906,L11939c164,L7279c164,L4681c164,L6542c164,L9846c164"	
Ar	16	"0.399394"	""	""		"282598.2"	"(25320390)"	"1s2.2p"	"2P*"	"3/2"	"1s.2p2"	"2D"	"5/2"		""	"L22456,L11906,L11939c164,L7279c164,L11185,L6542c164,L9846c164"	
Ar	15	"0.40000"	"*"	""		"228684"	"25229900"	"1s2.2s.2p"	"3P*"	"0"	"1s.2s.(3S).2p2.(1S)"	"3S"	"1"		""	"L11185"	
Ar	15	"0.40000"	"*"	""		"235860.182"	"25229900"	"1s2.2s.2p"	"3P*"	"1"	"1s.2s.(3S).2p2.(1S)"	"3S"	"1"		""	"L11185"	
Ar	15	"0.40044"	""	""		"252679.553"	"25229900"	"1s2.2s.2p"	"3P*"	"2"	"1s.2s.(3S).2p2.(1S)"	"3S"	"1"		""	"L11185"	
Ar	16	"0.401215"	"g"	""		"0.0"	"(24923670)"	"1s2.2s"	"2S"	"1/2"	"1s.(2S).2s.2p.(3P*)"	"4P*"	"5/2"		""	""	
Ar	15	"0.40137"	"*"	""		"628308"	"25543000"	"1s2.2p2"	"3P"	"2"	"1s.2p3"	"3P*"	"1"		""	"L11185"	
Ar	15	"0.40137"	"*"	""		"235860.182"	"25150500"	"1s2.2s.2p"	"3P*"	"1"	"1s.2s.(3S).2p2.(1D)"	"3D"	"2"		""	"L11185"	
Ar	16	"0.401486"	""	""		"0.0"	"(24906580)"	"1s2.2s"	"2S"	"1/2"	"1s.(2S).2s.2p.(3P*)"	"4P*"	"3/2"		""	"L22456,L9865,L4681c164,L11939c164"	
Ar	16	"0.401572"	"g"	""		"0.0"	"(24899710)"	"1s2.2s"	"2S"	"1/2"	"1s.(2S).2s.2p.(3P*)"	"4P*"	"1/2"		""	"L22456,L9865,L11939c164"	
Ar	16	"0.40167"	"g"	""		"282598.2"	"(25179295)"	"1s2.2p"	"2P*"	"3/2"	"1s.2p2"	"4P"	"1/2"		""	"L22456,L4681c164"	
Ar	15	"0.40201"	""	""		"252679.553"	"25127700"	"1s2.2s.2p"	"3P*"	"2"	"1s.2s.(3S).2p2.(1D)"	"3D"	"3"		""	"L11185"	
Ar	15	"0.40272"	"*"	""		"452182"	"25283300"	"1s2.2s.2p"	"1P*"	"1"	"1s.2s.(1S).2p2.(1D)"	"1D"	"2"		""	"L11185"	
Ar	15	"0.40272"	"*"	""		"604917"	"25436100"	"1s2.2p2"	"3P"	"0"	"1s.2p3"	"3D*"	"1"		""	"L11185"	
Ar	15	"0.40317"	""	""		"628308"	"25431700"	"1s2.2p2"	"3P"	"2"	"1s.2p3"	"3D*"	"3"		""	"L11185"	
Ar	14	"0.40389"	""	""		"411205."	"25170500"	"2s.2p2"	"2D"	"5/2"	"1s.2s.(3S).2p3.(2D*)"	"2D*"	"5/2"		""	"L11185"	
Ar	14	"0.40439"	"*"	""		"410254"	"25141000"	"2s.2p2"	"2D"	"3/2"	"1s.2s.(3S).2p3.(2P*)"	"2P*"	"3/2"		""	"L11185"	
Ar	14	"0.40439"	"*"	""		"411205."	"25141000"	"2s.2p2"	"2D"	"5/2"	"1s.2s.(3S).2p3.(2P*)"	"2P*"	"3/2"		""	"L11185"	
Ar	14	"0.40456"	""	""		"22656.239"	"24740900"	"2s2.2p"	"2P*"	"3/2"	"1s.2s2.2p2"	"2P"	"3/2"		""	"L11185"	
Ar	14	"0.40483"	""	""		"0.000"	"24701700"	"2s2.2p"	"2P*"	"1/2"	"1s.2s2.2p2"	"2D"	"3/2"		""	"L11185"	
Ar	14	"0.40518"	"*"	""		"812956"	"25501600"	"2p3"	"2D*"	"5/2"	"1s.2p4"	"2P"	"3/2"		""	"L11185"	
Ar	14	"0.40518"	"*"	""		"22656.239"	"24703000"	"2s2.2p"	"2P*"	"3/2"	"1s.2s2.2p2"	"2D"	"5/2"		""	"L11185"	
Ar	14	"0.40575"	""	""		"238954+x"	"24884700"	"2s.2p2"	"4P"	"3/2"	"1s.2s.(3S).2p3.(2D*)"	"4D*"	"5/2"		""	"L11185"	
Ar	14	"0.40601"	"*"	""		"250423+x"	"24880400"	"2s.2p2"	"4P"	"5/2"	"1s.2s.(3S).2p3.(2D*)"	"4D*"	"7/2"		""	"L11185"	
Ar	14	"0.40601"	"*"	""		"514401."	"25141000"	"2s.2p2"	"2S"	"1/2"	"1s.2s.(3S).2p3.(2P*)"	"2P*"	"3/2"		""	"L11185"	
Ar	14	"0.40624"	""	""		"554678."	"25170500"	"2s.2p2"	"2P"	"3/2"	"1s.2s.(3S).2p3.(2D*)"	"2D*"	"5/2"		""	"L11185"	
Ar	14	"0.40659"	"*"	""		"908793"	"25501600"	"2p3"	"2P*"	"1/2"	"1s.2p4"	"2P"	"3/2"		""	"L11185"	
Ar	14	"0.40659"	"*"	""		"913056"	"25501600"	"2p3"	"2P*"	"3/2"	"1s.2p4"	"2P"	"3/2"		""	"L11185"	
Ar	13	"0.40741"	""	""		"85011.3"	"24630600"	"2s2.2p2"	"1D"	"2"	"1s.2s2.2p3"	"1P*"	"1"		""	"L11185"	
Ar	13	"0.40806"	""	""		"85011.3"	"24591200"	"2s2.2p2"	"1D"	"2"	"1s.2s2.2p3"	"1D*"	"2"		""	"L11185"	
Ar	13	"0.40830"	"bl*"	""		"497055"	"24989300"	"2s.2p3"	"3P*"	"2"	"1s.2s.(3S).2p4.(3P)"	"3P"	"2"		""	"L9846"	
Ar	13	"0.40830"	"bl*"	""		"422699"	"24914500"	"2s.2p3"	"3D*"	"2"	"1s.2s.(3S).2p4.(3P)"	"3P"	"1"		""	"L9846"	
Ar	13	"0.40847"	"*"	""		"422699"	"24908000"	"2s.2p3"	"3D*"	"2"	"1s.2s.(3S).2p4.(1D)"	"3D"	"2"		""	"L11185"	
Ar	13	"0.40847"	"*"	""		"423969"	"24908000"	"2s.2p3"	"3D*"	"3"	"1s.2s.(3S).2p4.(1D)"	"3D"	"2"		""	"L11185"	
Ar	13	"0.40868"	"bl*"	""		"1025770"	"25494800"	"2p4"	"1D"	"2"	"1s.2p5"	"1P*"	"1"		""	"L9846"	
Ar	13	"0.40868"	"bl*"	""		"162136."	"24630600"	"2s2.2p2"	"1S"	"0"	"1s.2s2.2p3"	"1P*"	"1"		""	"L9846"	
Ar	13	"0.40880"	""	""		"21841."	"24481200"	"2s2.2p2"	"3P"	"2"	"1s.2s2.2p3"	"3D*"	"3"		""	"L11185"	
Ar	13	"0.40903"	""	""		"225918"	"24674000"	"2s.2p3"	"5S*"	"2"	"1s.2s.(3S).2p4.(3P)"	"5P"	"2"		""	"L11185"	
Ar	13	"0.40953"	"*"	""		"495432"	"24914500"	"2s.2p3"	"3P*"	"0"	"1s.2s.(3S).2p4.(3P)"	"3P"	"1"		""	"L11185"	
Ar	13	"0.40953"	"*"	""		"625844"	"25043500"	"2s.2p3"	"1D*"	"2"	"1s.2s.(1S).2p4.(1D)"	"1D"	"2"		""	"L11185"	
Ar	13	"0.40953"	"*"	""		"497055"	"24914500"	"2s.2p3"	"3P*"	"2"	"1s.2s.(3S).2p4.(3P)"	"3P"	"1"		""	"L11185"	
Ar	13	"0.40953"	"*"	""		"628627"	"25043500"	"2s.2p3"	"3S*"	"1"	"1s.2s.(1S).2p4.(1D)"	"1D"	"2"		""	"L11185"	
Ar	13	"0.40953"	"*"	""		"495799"	"24908000"	"2s.2p3"	"3P*"	"1"	"1s.2s.(3S).2p4.(1D)"	"3D"	"2"		""	"L11185"	
Ar	13	"0.40994"	""	""		"85011.3"	"24481200"	"2s2.2p2"	"1D"	"2"	"1s.2s2.2p3"	"3D*"	"3"		""	"L11185"	
Ar	12	"0.41006"	""	""		"613833"	"24975300"	"2s.(2S).2p4.(1D)"	"2D"	"3/2"	"1s.2s.(3S).2p5"	"2P*"	"1/2"		""	"L9846"	
Ar	13	"0.41049"	""	""		"628627"	"24989300"	"2s.2p3"	"3S*"	"1"	"1s.2s.(3S).2p4.(3P)"	"3P"	"2"		""	"L9846"	
Ar	13	"0.41093"	"*"	""		"698669"	"25043500"	"2s.2p3"	"1P*"	"1"	"1s.2s.(1S).2p4.(1D)"	"1D"	"2"		""	"L9846"	
Ar	13	"0.41093"	"*"	""		"1159700"	"25494800"	"2p4"	"1S"	"0"	"1s.2p5"	"1P*"	"1"		""	"L9846"	
Ar	12	"0.41096"	"*"	""		"94824.0"	"24426200"	"2s2.2p3"	"2D*"	"3/2"	"1s.(2S).2s2.2p4.(3P)"	"2P"	"1/2"		""	"L11185"	
Ar	12	"0.41096"	"*"	""		"98155.7"	"24427300"	"2s2.2p3"	"2D*"	"5/2"	"1s.(2S).2s2.2p4.(3P)"	"2P"	"3/2"		""	"L11185"	
Ar	12	"0.41154"	""	""		"94824.0"	"24393800"	"2s2.2p3"	"2D*"	"3/2"	"1s.(2S).2s2.2p4.(1D)"	"2D"	"3/2"		""	"L11185"	
Ar	12	"0.41197"	"*"	""		"149186."	"24427300"	"2s2.2p3"	"2P*"	"1/2"	"1s.(2S).2s2.2p4.(3P)"	"2P"	"3/2"		""	"L11185"	
Ar	12	"0.41197"	"*"	""		"149186."	"24426200"	"2s2.2p3"	"2P*"	"1/2"	"1s.(2S).2s2.2p4.(3P)"	"2P"	"1/2"		""	"L11185"	
Ar	12	"0.41197"	"*"	""		"154061."	"24427300"	"2s2.2p3"	"2P*"	"3/2"	"1s.(2S).2s2.2p4.(3P)"	"2P"	"3/2"		""	"L11185"	
Ar	12	"0.41197"	"*"	""		"613833"	"24887000"	"2s.(2S).2p4.(1D)"	"2D"	"3/2"	"1s.2s.(3S).2p5"	"2P*"	"3/2"		""	"L11185"	
Ar	12	"0.41197"	"*"	""		"445931"	"24718700"	"2s.(2S).2p4.(3P)"	"4P"	"5/2"	"1s.2s.(3S).2p5"	"4P*"	"3/2"		""	"L11185"	
Ar	12	"0.41197"	"*"	""		"614466"	"24887000"	"2s.(2S).2p4.(1D)"	"2D"	"5/2"	"1s.2s.(3S).2p5"	"2P*"	"3/2"		""	"L11185"	
Ar	12	"0.41197"	"*"	""		"154061."	"24426200"	"2s2.2p3"	"2P*"	"3/2"	"1s.(2S).2s2.2p4.(3P)"	"2P"	"1/2"		""	"L11185"	
Ar	12	"0.41225"	"bl*"	""		"445931"	"24709100"	"2s.(2S).2p4.(3P)"	"4P"	"5/2"	"1s.2s.(3S).2p5"	"4P*"	"5/2"		""	"L11185"	
Ar	12	"0.41225"	"bl*"	""		"458106"	"24718700"	"2s.(2S).2p4.(3P)"	"4P"	"3/2"	"1s.2s.(3S).2p5"	"4P*"	"3/2"		""	"L11185"	
Ar	12	"0.41225"	"bl*"	""		"715379"	"24975300"	"2s.(2S).2p4.(1S)"	"2S"	"1/2"	"1s.2s.(3S).2p5"	"2P*"	"1/2"		""	"L11185"	
Ar	12	"0.41225"	"bl*"	""		"464058"	"24718700"	"2s.(2S).2p4.(3P)"	"4P"	"1/2"	"1s.2s.(3S).2p5"	"4P*"	"3/2"		""	"L11185"	
Ar	12	"0.41225"	"bl*"	""		"458106"	"24709100"	"2s.(2S).2p4.(3P)"	"4P"	"3/2"	"1s.2s.(3S).2p5"	"4P*"	"5/2"		""	"L11185"	
Ar	12	"0.41304"	"*"	""		"745762"	"24975300"	"2s.(2S).2p4.(3P)"	"2P"	"3/2"	"1s.2s.(3S).2p5"	"2P*"	"1/2"		""	"L11185"	
Ar	12	"0.41304"	"*"	""		"761838"	"24975300"	"2s.(2S).2p4.(3P)"	"2P"	"1/2"	"1s.2s.(3S).2p5"	"2P*"	"1/2"		""	"L11185"	
Ar	12	"0.41369"	""	""		"715379"	"24887000"	"2s.(2S).2p4.(1S)"	"2S"	"1/2"	"1s.2s.(3S).2p5"	"2P*"	"3/2"		""	"L11185"	
Ar	12	"0.41434"	""	""		"745762"	"24887000"	"2s.(2S).2p4.(3P)"	"2P"	"3/2"	"1s.2s.(3S).2p5"	"2P*"	"3/2"		""	"L9846"	
Ar	11	"0.41434"	"*"	""		"71833.4"	"24207700"	"2s2.2p4"	"1D"	"2"	"1s.2s2.2p5"	"1P*"	"1"		""	"L9846"	
Ar	11	"0.41434"	"*"	""		"0.00"	"24131900"	"2s2.2p4"	"3P"	"2"	"1s.2s2.2p5"	"3P*"	"1"		""	"L9846"	
Ar	11	"0.41453"	""	""		"14453.40"	"24138200"	"2s2.2p4"	"3P"	"1"	"1s.2s2.2p5"	"3P*"	"0"		""	"L9846"	
Ar	11	"0.41477"	"*"	""		"14453.40"	"24131900"	"2s2.2p4"	"3P"	"1"	"1s.2s2.2p5"	"3P*"	"1"		""	"L9846"	
Ar	11	"0.41477"	"*"	""		"18322"	"24131900"	"2s2.2p4"	"3P"	"0"	"1s.2s2.2p5"	"3P*"	"1"		""	"L9846"	
Ar	11	"0.41477"	"*"	""		"0.00"	"24109700"	"2s2.2p4"	"3P"	"2"	"1s.2s2.2p5"	"3P*"	"2"		""	"L9846"	
Ar	11	"0.41502"	"*"	""		"14453.40"	"24109700"	"2s2.2p4"	"3P"	"1"	"1s.2s2.2p5"	"3P*"	"2"		""	"L9846"	
Ar	11	"0.41502"	"*"	""		"529604."	"24623300"	"2s.2p5"	"3P*"	"2"	"1s.2s.2p6"	"3S"	"1"		""	"L9846"	
Ar	11	"0.41535"	"*"	""		"541973"	"24623300"	"2s.2p5"	"3P*"	"1"	"1s.2s.2p6"	"3S"	"1"		""	"L9846"	
Ar	11	"0.41535"	"*"	""		"548984"	"24623300"	"2s.2p5"	"3P*"	"0"	"1s.2s.2p6"	"3S"	"1"		""	"L9846"	
Ar	11	"0.41560"	""	""		"148537.1"	"24207700"	"2s2.2p4"	"1S"	"0"	"1s.2s2.2p5"	"1P*"	"1"		""	"L9846"	
Ar	11	"0.41613"	""	""		"730398"	"24761300"	"2s.2p5"	"1P*"	"1"	"1s.2s.2p6"	"1S"	"0"		""	"L9846"	
Ar	16	"1.7737"	"x"	""		"0.0"	"5637900"	"1s2.2s"	"2S"	"1/2"	"1s2.4p"	"2P*"	"3/2"		""	"L4713"	
Ar	16	"1.7747"	"x"	""		"0.0"	"5634800"	"1s2.2s"	"2S"	"1/2"	"1s2.4p"	"2P*"	"1/2"		""	"L4713"	
Ar	16	"1.8546"	"x"	""		"257023"	"5648940"	"1s2.2p"	"2P*"	"1/2"	"1s2.4d"	"2D"	"3/2"		""	"L4713"	
Ar	16	"1.8631"	"x"	""		"282598.2"	"5649610"	"1s2.2p"	"2P*"	"3/2"	"1s2.4d"	"2D"	"5/2"		""	"L4713"	
Ar	16	"1.8696"	"x"	""		"257023"	"5605700"	"1s2.2p"	"2P*"	"1/2"	"1s2.4s"	"2S"	"1/2"		""	"L4713"	
Ar	16	"1.8786"	"x"	""		"282598.2"	"5605700"	"1s2.2p"	"2P*"	"3/2"	"1s2.4s"	"2S"	"1/2"		""	"L4713"	
Ar	15	"2.0403"	""	""		"452182"	"5353420"	"1s2.2s.2p"	"1P*"	"1"	"1s2.2s.4d"	"1D"	"2"		""	"L12134"	
Ar	14	"2.1167"	"3"	""		"0.000"	"4724300"	"2s2.2p"	"2P*"	"1/2"	"2s2.4d"	"2D"	"3/2"		""	"L12134"	
Ar	14	"2.1280"	"2"	""		"22656.239"	"4722050"	"2s2.2p"	"2P*"	"3/2"	"2s2.4d"	"2D"	"5/2"		""	"L12134"	
Ar	13	"2.2996"	"6"	""		"9853.4"	"4358440"	"2s2.2p2"	"3P"	"1"	"2s2.2p.4d"	"3D*"	"1"		""	"L12134"	
Ar	16	"2.3507"	"x"	""		"0.0"	"4254180"	"1s2.2s"	"2S"	"1/2"	"1s2.3p"	"2P*"	"3/2"		""	"L4713"	
Ar	16	"2.3549"	"x"	""		"0.0"	"4246950"	"1s2.2s"	"2S"	"1/2"	"1s2.3p"	"2P*"	"1/2"		""	"L4713"	
Ar	15	"2.4740"	""	""		"0."	"4042040"	"1s2.2s2"	"1S"	"0"	"1s2.2s.3p"	"1P*"	"1"		""	"L12134"	
Ar	16	"2.4850"	"x"	""		"257023"	"4281030"	"1s2.2p"	"2P*"	"1/2"	"1s2.3d"	"2D"	"3/2"		""	"L4713"	
Ar	16	"2.4994"	"x"	""		"282598.2"	"4283560"	"1s2.2p"	"2P*"	"3/2"	"1s2.3d"	"2D"	"5/2"		""	"L4713"	
Ar	12	"2.5041"	"7bl"	""		"0.0"	"3993450"	"2s2.2p3"	"4S*"	"3/2"	"2s2.2p2.(3P).4d"	"4P"	"5/2"		""	"L12134"	
Ar	16	"2.5517"	"x"	""		"257023"	"4176030"	"1s2.2p"	"2P*"	"1/2"	"1s2.3s"	"2S"	"1/2"		""	"L4713"	
Ar	14	"2.556"	"60*"	""		"810387"	"4722050"	"2p3"	"2D*"	"3/2"	"2s2.4d"	"2D"	"5/2"		""	"L1158"	
Ar	14	"2.556"	"60*"	""		"812956"	"4722050"	"2p3"	"2D*"	"5/2"	"2s2.4d"	"2D"	"5/2"		""	"L1158"	
Ar	16	"2.5684"	"x"	""		"282598.2"	"4176030"	"1s2.2p"	"2P*"	"3/2"	"1s2.3s"	"2S"	"1/2"		""	"L4713"	
Ar	15	"2.5790"	"*"	""		"235860.182"	"4113330"	"1s2.2s.2p"	"3P*"	"1"	"1s2.2s.3d"	"3D"	"2"		""	"L11988"	
Ar	15	"2.5790"	"*"	""		"228684"	"4106160"	"1s2.2s.2p"	"3P*"	"0"	"1s2.2s.3d"	"3D"	"1"		""	"L11988"	
Ar	15	"2.5927"	""	""		"252679.553"	"4109660"	"1s2.2s.2p"	"3P*"	"2"	"1s2.2s.3d"	"3D"	"3"		""	"L12134"	
Ar	11	"2.6232"	""	""		"0.00"	"3812140"	"2s2.2p4"	"3P"	"2"	"2s2.2p3.(4S*).5d"	"3D*"	"3"		""	"L12134"	
Ar	14	"2.6273"	"7bl"	""		"22656.239"	"3828850"	"2s2.2p"	"2P*"	"3/2"	"2s.2p.(3P*).3p"	"2D"	"5/2"		""	"L12134"	
Ar	15	"2.7044"	""	""		"452182"	"4149860"	"1s2.2s.2p"	"1P*"	"1"	"1s2.2s.3d"	"1D"	"2"		""	"L12134"	
Ar	14	"2.722"	"1"	""		"411205."	"4085000"	"2s.2p2"	"2D"	"5/2"	"2s.2p.(1P*).3d"	"2F*"	"7/2"		""	"L1334"	
Ar	14	"2.742"	"4"	""		"238954+x"	"3885390"	"2s.2p2"	"4P"	"3/2"	"2s.2p.(3P*).3d"	"2D*"	"3/2"		""	"L1334"	
Ar	14	"2.7469"	"20"	""		"0.000"	"3640470"	"2s2.2p"	"2P*"	"1/2"	"2s2.3d"	"2D"	"3/2"		""	"L12134"	
Ar	14	"2.7631"	"19bl"	""		"22656.239"	"3641780"	"2s2.2p"	"2P*"	"3/2"	"2s2.3d"	"2D"	"5/2"		""	"L12134"	
Ar	11	"2.7789"	"bl*"	""		"0.00"	"3598550"	"2s2.2p4"	"3P"	"2"	"2s2.2p3.(2D*).4d"	"3S*"	"1"		""	"L12134"	
Ar	11	"2.7789"	"bl*"	""		"0.00"	"3598550"	"2s2.2p4"	"3P"	"2"	"2s2.2p3.(2D*).4d"	"3P*"	"2"		""	"L12134"	
Ar	11	"2.7789"	"bl*"	""		"0.00"	"3598550"	"2s2.2p4"	"3P"	"2"	"2s2.2p3.(2D*).4d"	"3D*"	"3"		""	"L12134"	
Ar	10	"2.7938"	"2"	""		"0.000"	"3579400"	"2s2.2p5"	"2P*"	"3/2"	"2s2.2p4.(3P).6d"	"2D"	"5/2"		""	"L12134"	
Ar	10	"2.8101"	"1"	""		"0.000"	"3558600"	"2s2.2p5"	"2P*"	"3/2"	"2s2.2p4.(3P).6d"	"4F"	"5/2"		""	"L12134"	
Ar	14	"2.8223"	"4"	""		"411205."	"3954400"	"2s.2p2"	"2D"	"5/2"	"2s.2p.(3P*).3d"	"2F*"	"7/2"		""	"L12134"	
Ar	15	"2.8340"	""	""		"452182"	"3980760"	"1s2.2s.2p"	"1P*"	"1"	"1s2.2s.3s"	"1S"	"0"		""	"L12134"	
Ar	11	"2.8529"	""	""		"0.00"	"3505210"	"2s2.2p4"	"3P"	"2"	"2s2.2p3.(4S*).4d"	"3D*"	"3"		""	"L12134"	
Ar	14	"2.8780"	"4*"	""		"410254"	"3885390"	"2s.2p2"	"2D"	"3/2"	"2s.2p.(3P*).3d"	"2D*"	"3/2"		""	"L12134"	
Ar	14	"2.8780"	"4*"	""		"411205."	"3885390"	"2s.2p2"	"2D"	"5/2"	"2s.2p.(3P*).3d"	"2D*"	"3/2"		""	"L12134"	
Ar	10	"2.9110"	"3"	""		"0.000"	"3435200"	"2s2.2p5"	"2P*"	"3/2"	"2s2.2p4.(3P).5d"	"2D"	"5/2"		""	"L12134"	
Ar	13	"2.9209"	"8bl*"	""		"9853.4"	"3433730"	"2s2.2p2"	"3P"	"1"	"2s2.2p.3d"	"3P*"	"1"		""	"L12134"	
Ar	13	"2.9209"	"8bl*"	""		"225918"	"3649520"	"2s.2p3"	"5S*"	"2"	"2s.2p2.(4P).3d"	"5P"	"2"		""	"L12134"	
Ar	13	"2.9249"	"2"	""		"225918"	"3644840"	"2s.2p3"	"5S*"	"2"	"2s.2p2.(4P).3d"	"5P"	"3"		""	"L2279"	
Ar	13	"2.9304"	"bl"	""		"21841."	"3433730"	"2s2.2p2"	"3P"	"2"	"2s2.2p.3d"	"3P*"	"1"		""	"L3920"	
Ar	13	"2.9320"	"*"	""		"0"	"3410800"	"2s2.2p2"	"3P"	"0"	"2s2.2p.3d"	"3D*"	"1"		""	"L16375"	
Ar	13	"2.9320"	"*"	""		"21841."	"3432510"	"2s2.2p2"	"3P"	"2"	"2s2.2p.3d"	"3P*"	"2"		""	"L16375"	
Ar	13	"2.9348"	"20bl"	""		"21841."	"3429230"	"2s2.2p2"	"3P"	"2"	"2s2.2p.3d"	"3D*"	"3"		""	"L12134"	
Ar	13	"2.9403"	"bl"	""		"9853.4"	"3410800"	"2s2.2p2"	"3P"	"1"	"2s2.2p.3d"	"3D*"	"1"		""	"L3920"	
Ar	13	"2.9549"	"4"	""		"85011.3"	"3469220"	"2s2.2p2"	"1D"	"2"	"2s2.2p.3d"	"1F*"	"3"		""	"L12134"	
Ar	13	"2.9689"	""	""		"21841."	"3390500"	"2s2.2p2"	"3P"	"2"	"2s2.2p.3d"	"3F*"	"3"		""	"L3920"	
Ar	13	"2.9873"	""	""		"85011.3"	"3432510"	"2s2.2p2"	"1D"	"2"	"2s2.2p.3d"	"3P*"	"2"		""	"L3920"	
Ar	13	"3.0214"	"2"	""		"85011.3"	"3394740"	"2s2.2p2"	"1D"	"2"	"2s2.2p.3d"	"1D*"	"2"		""	"L2279"	
Ar	14	"3.0215"	"4"	""		"411205."	"3720820"	"2s.2p2"	"2D"	"5/2"	"2s.2p.(3P*).3s"	"2P*"	"3/2"		""	"L12134"	
Ar	13	"3.024"	"1"	""		"85011.3"	"3390500"	"2s2.2p2"	"1D"	"2"	"2s2.2p.3d"	"3F*"	"3"		""	"L1334"	
Ar	13	"3.0260"	"1"	""		"162136."	"3466830"	"2s2.2p2"	"1S"	"0"	"2s2.2p.3d"	"1P*"	"1"		""	"L2279"	
Ar	14	"3.0344"	"3"	""		"410254"	"3705800"	"2s.2p2"	"2D"	"3/2"	"2s.2p.(3P*).3s"	"2P*"	"1/2"		""	"L12134"	
Ar	13	"3.0350"	""	""		"85011.3"	"3379900"	"2s2.2p2"	"1D"	"2"	"2s2.2p.3d"	"3F*"	"2"		""	"L3920"	
Ar	12	"3.0602"	"2bl"	""		"0.0"	"3267760"	"2s2.2p3"	"4S*"	"3/2"	"2s.2p3.(5S*).3p"	"4P"	"5/2"		""	"L12134"	
Ar	10	"3.0959"	"7bl"	""		"0.000"	"3233538"	"2s2.2p5"	"2P*"	"3/2"	"2s2.2p4.(1D).4d"	"2F"	"5/2"		""	"L12134"	
Ar	12	"3.1347"	"6"	""		"0.0"	"3190100"	"2s2.2p3"	"4S*"	"3/2"	"2s2.2p2.(3P).3d"	"4P"	"3/2"		""	"L2279"	
Ar	12	"3.1374"	"20bl"	""		"0.0"	"3187350"	"2s2.2p3"	"4S*"	"3/2"	"2s2.2p2.(3P).3d"	"4P"	"5/2"		""	"L12134"	
Ar	12	"3.1458"	"3"	""		"98155.7"	"3276700"	"2s2.2p3"	"2D*"	"5/2"	"2s2.2p2.(1D).3d"	"2P"	"3/2"		""	"L2279"	
Ar	12	"3.1483"	"2*"	""		"94824.0"	"3271350"	"2s2.2p3"	"2D*"	"3/2"	"2s2.2p2.(1D).3d"	"2P"	"1/2"		""	"L2279"	
